Study_ID,Pair,Site,Sampling_Date,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Climate,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes,Area_watershed_km,DOC_mg_C_L,NO3_mg_N_L,DOC_uM_C,NO3_uM_N,Days_Between_Samples,Large_Gap_Flag,DOC_Interp,NO3_Interp,year,month,day
Murphy et al. 2018,Site_1,DS1,2015-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.6886666666666663,0.07311827966666667,2015,4,23
Murphy et al. 2018,Site_1,DS1,2015-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.8113333333333332,0.07526881733333333,2015,4,24
Murphy et al. 2018,Site_1,DS1,2015-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.934,0.077419355,2015,4,25
Murphy et al. 2018,Site_1,DS1,2015-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.056666666666667,0.07956989266666667,2015,4,26
Murphy et al. 2018,Site_1,DS1,2015-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.179333333333333,0.08172043033333333,2015,4,27
Murphy et al. 2018,Site_1,DS1,2015-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.302,0.08387096799999999,2015,4,28
Murphy et al. 2018,Site_1,DS1,2015-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.424666666666667,0.08602150566666666,2015,4,29
Murphy et al. 2018,Site_1,DS1,2015-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.547333333333333,0.08817204333333334,2015,4,30
Murphy et al. 2018,Site_1,DS1,2015-05-01,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,4.67,mg_C_L,NA,NA,0.090322581,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,4.67,0.090322581,388.842631089,0.3289052538082568,21,FALSE,4.67,0.090322581,2015,5,1
Murphy et al. 2018,Site_1,DS1,2015-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.77,0.10058651063636363,2015,5,2
Murphy et al. 2018,Site_1,DS1,2015-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.87,0.11085044027272728,2015,5,3
Murphy et al. 2018,Site_1,DS1,2015-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.97,0.12111436990909091,2015,5,4
Murphy et al. 2018,Site_1,DS1,2015-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.069999999999999,0.13137829954545455,2015,5,5
Murphy et al. 2018,Site_1,DS1,2015-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.17,0.14164222918181818,2015,5,6
Murphy et al. 2018,Site_1,DS1,2015-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.27,0.1519061588181818,2015,5,7
Murphy et al. 2018,Site_1,DS1,2015-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.369999999999999,0.16217008845454545,2015,5,8
Murphy et al. 2018,Site_1,DS1,2015-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.47,0.17243401809090908,2015,5,9
Murphy et al. 2018,Site_1,DS1,2015-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.569999999999999,0.18269794772727274,2015,5,10
Murphy et al. 2018,Site_1,DS1,2015-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.67,0.19296187736363635,2015,5,11
Murphy et al. 2018,Site_1,DS1,2015-05-12,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,5.77,mg_C_L,NA,NA,0.203225807,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,5.77,0.203225807,480.432972459,0.740036820158215,11,FALSE,5.77,0.203225807,2015,5,12
Murphy et al. 2018,Site_1,DS1,2015-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.685647058823529,0.19724857735294118,2015,5,13
Murphy et al. 2018,Site_1,DS1,2015-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.6012941176470585,0.19127134770588236,2015,5,14
Murphy et al. 2018,Site_1,DS1,2015-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.516941176470588,0.18529411805882354,2015,5,15
Murphy et al. 2018,Site_1,DS1,2015-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.4325882352941175,0.1793168884117647,2015,5,16
Murphy et al. 2018,Site_1,DS1,2015-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.3482352941176465,0.1733396587647059,2015,5,17
Murphy et al. 2018,Site_1,DS1,2015-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.2638823529411765,0.16736242911764707,2015,5,18
Murphy et al. 2018,Site_1,DS1,2015-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.1795294117647055,0.16138519947058824,2015,5,19
Murphy et al. 2018,Site_1,DS1,2015-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.095176470588235,0.15540796982352942,2015,5,20
Murphy et al. 2018,Site_1,DS1,2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5.0108235294117645,0.1494307401764706,2015,5,21
Murphy et al. 2018,Site_1,DS1,2015-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.926470588235294,0.14345351052941177,2015,5,22
Murphy et al. 2018,Site_1,DS1,2015-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.842117647058823,0.13747628088235295,2015,5,23
Murphy et al. 2018,Site_1,DS1,2015-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.757764705882353,0.13149905123529412,2015,5,24
Murphy et al. 2018,Site_1,DS1,2015-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.673411764705882,0.1255218215882353,2015,5,25
Murphy et al. 2018,Site_1,DS1,2015-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.589058823529412,0.11954459194117648,2015,5,26
Murphy et al. 2018,Site_1,DS1,2015-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.504705882352941,0.11356736229411765,2015,5,27
Murphy et al. 2018,Site_1,DS1,2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.420352941176471,0.10759013264705883,2015,5,28
Murphy et al. 2018,Site_1,DS1,2015-05-29,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,4.336,mg_C_L,NA,NA,0.101612903,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,4.336,0.101612903,361.03247289120003,0.37001840825838206,17,FALSE,4.336,0.101612903,2015,5,29
Murphy et al. 2018,Site_1,DS1,2015-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.223,0.09646953383333334,2015,5,30
Murphy et al. 2018,Site_1,DS1,2015-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.11,0.09132616466666667,2015,5,31
Murphy et al. 2018,Site_1,DS1,2015-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.9970000000000003,0.0861827955,2015,6,1
Murphy et al. 2018,Site_1,DS1,2015-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.8840000000000003,0.08103942633333333,2015,6,2
Murphy et al. 2018,Site_1,DS1,2015-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.7710000000000004,0.07589605716666667,2015,6,3
Murphy et al. 2018,Site_1,DS1,2015-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.6580000000000004,0.07075268800000001,2015,6,4
Murphy et al. 2018,Site_1,DS1,2015-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.545,0.06560931883333333,2015,6,5
Murphy et al. 2018,Site_1,DS1,2015-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.4320000000000004,0.06046594966666667,2015,6,6
Murphy et al. 2018,Site_1,DS1,2015-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.319,0.0553225805,2015,6,7
Murphy et al. 2018,Site_1,DS1,2015-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.2060000000000004,0.050179211333333334,2015,6,8
Murphy et al. 2018,Site_1,DS1,2015-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.093,0.045035842166666666,2015,6,9
Murphy et al. 2018,Site_1,DS1,2015-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.9800000000000004,0.039892473000000005,2015,6,10
Murphy et al. 2018,Site_1,DS1,2015-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.867,0.034749103833333336,2015,6,11
Murphy et al. 2018,Site_1,DS1,2015-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.754,0.02960573466666666,2015,6,12
Murphy et al. 2018,Site_1,DS1,2015-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.641,0.0244623655,2015,6,13
Murphy et al. 2018,Site_1,DS1,2015-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.5280000000000005,0.019318996333333338,2015,6,14
Murphy et al. 2018,Site_1,DS1,2015-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.415,0.014175627166666677,2015,6,15
Murphy et al. 2018,Site_1,DS1,2015-06-16,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,2.302,mg_C_L,NA,NA,0.009032258,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,2.302,0.009032258,191.67360530340002,0.03289052501668058,18,FALSE,2.302,0.009032258,2015,6,16
Murphy et al. 2018,Site_1,DS1,2015-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.273857142857143,0.009677419285714285,2015,6,17
Murphy et al. 2018,Site_1,DS1,2015-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.2457142857142856,0.01032258057142857,2015,6,18
Murphy et al. 2018,Site_1,DS1,2015-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.2175714285714285,0.010967741857142856,2015,6,19
Murphy et al. 2018,Site_1,DS1,2015-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.1894285714285715,0.011612903142857142,2015,6,20
Murphy et al. 2018,Site_1,DS1,2015-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.1612857142857145,0.012258064428571427,2015,6,21
Murphy et al. 2018,Site_1,DS1,2015-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.133142857142857,0.012903225714285713,2015,6,22
Murphy et al. 2018,Site_1,DS1,2015-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.105,0.013548386999999999,2015,6,23
Murphy et al. 2018,Site_1,DS1,2015-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.076857142857143,0.014193548285714286,2015,6,24
Murphy et al. 2018,Site_1,DS1,2015-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.0487142857142855,0.014838709571428571,2015,6,25
Murphy et al. 2018,Site_1,DS1,2015-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.0205714285714285,0.015483870857142857,2015,6,26
Murphy et al. 2018,Site_1,DS1,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1.9924285714285714,0.01612903214285714,2015,6,27
Murphy et al. 2018,Site_1,DS1,2015-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1.9642857142857142,0.016774193428571428,2015,6,28
Murphy et al. 2018,Site_1,DS1,2015-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1.936142857142857,0.017419354714285712,2015,6,29
Murphy et al. 2018,Site_1,DS1,2015-06-30,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,1.908,mg_C_L,NA,NA,0.018064516,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,1.908,0.018064516,158.8676103036,0.06578105003336115,14,FALSE,1.908,0.018064516,2015,6,30
Murphy et al. 2018,Site_1,DS1,2015-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.126,0.021326164777777778,2015,7,1
Murphy et al. 2018,Site_1,DS1,2015-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.344,0.024587813555555556,2015,7,2
Murphy et al. 2018,Site_1,DS1,2015-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.562,0.02784946233333333,2015,7,3
Murphy et al. 2018,Site_1,DS1,2015-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.78,0.03111111111111111,2015,7,4
Murphy et al. 2018,Site_1,DS1,2015-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.998,0.034372759888888896,2015,7,5
Murphy et al. 2018,Site_1,DS1,2015-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.216,0.03763440866666667,2015,7,6
Murphy et al. 2018,Site_1,DS1,2015-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.434,0.040896057444444446,2015,7,7
Murphy et al. 2018,Site_1,DS1,2015-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.652,0.044157706222222225,2015,7,8
Murphy et al. 2018,Site_1,DS1,2015-07-09,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,3.87,mg_C_L,NA,NA,0.047419355,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,3.87,0.047419355,322.231473729,0.17267525815829857,9,FALSE,3.87,0.047419355,2015,7,9
Murphy et al. 2018,Site_1,DS1,2015-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.731666666666667,0.045161290500000006,2015,7,10
Murphy et al. 2018,Site_1,DS1,2015-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.5933333333333333,0.042903226,2015,7,11
Murphy et al. 2018,Site_1,DS1,2015-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.455,0.0406451615,2015,7,12
Murphy et al. 2018,Site_1,DS1,2015-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.316666666666667,0.038387097,2015,7,13
Murphy et al. 2018,Site_1,DS1,2015-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.1783333333333332,0.036129032500000005,2015,7,14
Murphy et al. 2018,Site_1,DS1,2015-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.04,0.033870968,2015,7,15
Murphy et al. 2018,Site_1,DS1,2015-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.9016666666666664,0.0316129035,2015,7,16
Murphy et al. 2018,Site_1,DS1,2015-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.7633333333333336,0.029354839,2015,7,17
Murphy et al. 2018,Site_1,DS1,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.625,0.0270967745,2015,7,18
Murphy et al. 2018,Site_1,DS1,2015-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.4866666666666664,0.02483871,2015,7,19
Murphy et al. 2018,Site_1,DS1,2015-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.3483333333333336,0.0225806455,2015,7,20
Murphy et al. 2018,Site_1,DS1,2015-07-21,10.1029/2017JG004349,Control_Reference_vs_Impact,40.039046,-105.393878,3700,ha,Cfb,Burn,5,Individual,2.21,mg_C_L,NA,NA,0.020322581,mg_N_L,NA,NA,Figure_3,Don<d5>t have exact coordinates for each watershed. Data from figure 3 was extracted using the digitizer tool.,37,2.21,0.020322581,184.01332220700002,0.07400368310825681,12,FALSE,2.21,0.020322581,2015,7,21
Murphy et al. 2018,Site_1,DS1,2015-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.183809523809524,0.021505376666666666,2015,7,22
Murphy et al. 2018,Site_1,DS1,2015-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.1576190476190478,0.022688172333333333,2015,7,23
Murphy et al. 2018,Site_1,DS1,2015-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.1314285714285712,0.023870968,2015,7,24
Murphy et al. 2018,Site_1,DS1,2015-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.105238095238095,0.025053763666666666,2015,7,25
Murphy et al. 2018,Site_1,DS1,2015-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.079047619047619,0.026236559333333333,2015,7,26
Murphy et al. 2018,Site_1,DS1,2015-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.052857142857143,0.027419355,2015,7,27
Murphy et al. 2018,Site_1,DS1,2015-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.0266666666666664,0.028602150666666666,2015,7,28
Murphy et al. 2018,Site_1,DS1,2015-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2.0004761904761903,0.029784946333333333,2015,7,29
