Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Publication Stage,Open Access,Source,EID
Methylmercury dynamics at the upland-peatland interface: Topographic and hydrogeochemical controls,Mitchell C.P.J.; Branfireun B.A.; Kolka R.K.,NA,NA,NA,NA,NA,NA,45,2,NA,NA,NA,NA,NA,NA,10.1029/2008WR006832,NA,NA,NA,NA,"Mitchell, Carl P. J. (9233751900); Branfireun, Brian A. (6603383419); Kolka, Randall K. (6701705157)",9233751900; 6603383419; 6701705157,2009,Water Resources Research,W02406,NA,NA,NA,30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949160343&doi=10.1029%2f2008WR006832&partnerID=40&md5=dc2b3a104b2075b00d89aec80128ac83,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-62949160343
Evaluation of leaching parameters for a refractory gold ore containing aurostibite and antimony minerals: Part I - Central zone,Deschênes G.; Xia C.; Fulton M.; Cabri L.J.; Price J.,NA,NA,NA,NA,NA,NA,22,9-10,NA,NA,NA,NA,NA,NA,10.1016/j.mineng.2009.02.003,NA,NA,NA,NA,"Deschênes, G. (7005437606); Xia, C. (25958579900); Fulton, M. (7005495430); Cabri, Louis J. (7006102014); Price, J. (25929505900)",7005437606; 25958579900; 7005495430; 7006102014; 25929505900,2009,Minerals Engineering,NA,799,808,9,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349208812&doi=10.1016%2fj.mineng.2009.02.003&partnerID=40&md5=f79fb51628ca76244c10220d3fb3f4fb,Article,Final,NA,Scopus,2-s2.0-67349208812
Onboard ship evaluation of the effectiveness and the potential environmental effects of PERACLEAN® Ocean for ballast water treatment in very cold conditions,De Lafontaine Y.; Despatie S.-P.; Veilleux É.; Wiley C.,NA,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,NA,NA,10.1002/tox.20394,NA,NA,NA,NA,"De Lafontaine, Y. (6603864710); Despatie, S.-P. (8376783600); Veilleux, É. (26029638800); Wiley, C. (23037574400)",6603864710; 8376783600; 26029638800; 23037574400,2009,Environmental Toxicology,NA,49,65,16,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60349092014&doi=10.1002%2ftox.20394&partnerID=40&md5=134fb63869efb3d69536db305bddf29f,Article,Final,NA,Scopus,2-s2.0-60349092014
Dispersion and toxicity of selected manufactured nanomaterials in Natural River water samples: Effects of water chemical composition,Gao J.; Youn S.; Hovsepyan A.; Llaneza V.L.; Wang Y.; Bitton G.; Bonzongo J.-C.J.,NA,NA,NA,NA,NA,NA,43,9,NA,NA,NA,NA,NA,NA,10.1021/es803315v,NA,NA,NA,NA,"Gao, Jie (57190212185); Youn, Sejin (36711095700); Hovsepyan, Anna (24830109900); Llaneza, Veronica L. (56370214000); Wang, Yu (57199753558); Bitton, Gabriel (7005580477); Bonzongo, Jean-Claude J. (6701549874)",57190212185; 36711095700; 24830109900; 56370214000; 57199753558; 7005580477; 6701549874,2009,Environmental Science and Technology,NA,3322,3328,6,257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66449090657&doi=10.1021%2fes803315v&partnerID=40&md5=0b8d0e624a9795680d0e5bfd24264b4f,Article,Final,NA,Scopus,2-s2.0-66449090657
Denitrification in a hyporheic riparian zone controlled by river regulation in the Seine river basin (France),Curie F.; Ducharne A.; Sebilo M.; Bendjoudi H.,NA,NA,NA,NA,NA,NA,23,5,NA,NA,NA,NA,NA,NA,10.1002/hyp.7161,NA,NA,NA,NA,"Curie, Florence (16038816500); Ducharne, A. (6603433697); Sebilo, M. (12752507900); Bendjoudi, H. (6602892021)",16038816500; 6603433697; 12752507900; 6602892021,2009,Hydrological Processes,NA,655,664,9,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849112784&doi=10.1002%2fhyp.7161&partnerID=40&md5=39ade9d11d70e9d126c7efee57fed7e2,Article,Final,NA,Scopus,2-s2.0-61849112784
Organic carbon biostimulates rapid rhizodegradation of perchlorate,Yifru D.D.; Nzengung V.A.,NA,NA,NA,NA,NA,NA,27,12,NA,NA,NA,NA,NA,NA,10.1897/08-008.1,NA,NA,NA,NA,"Yifru, Dawit D. (15128349600); Nzengung, Valentine A. (6701364275)",15128349600; 6701364275,2008,Environmental Toxicology and Chemistry,NA,2419,2426,7,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649118741&doi=10.1897%2f08-008.1&partnerID=40&md5=90160e97d4410d4a73a2afb362daa679,Article,Final,NA,Scopus,2-s2.0-57649118741
"Nutrient and organic matter patterns across the Mackenzie River, estuary and shelf during the seasonal recession of sea-ice",Emmerton C.A.; Lesack L.F.W.; Vincent W.F.,NA,NA,NA,NA,NA,NA,74,3-4,NA,NA,NA,NA,NA,NA,10.1016/j.jmarsys.2007.10.001,NA,NA,NA,NA,"Emmerton, Craig A. (16678422300); Lesack, Lance F.W. (6602182570); Vincent, Warwick F. (7103307348)",16678422300; 6602182570; 7103307348,2008,Journal of Marine Systems,NA,741,755,14,62,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649114011&doi=10.1016%2fj.jmarsys.2007.10.001&partnerID=40&md5=770a3e24f6fe8a996d88e3b4b6d4a265,Article,Final,NA,Scopus,2-s2.0-55649114011
"Copper mobility in contaminated soils of the Puchuncaví valley, central Chile",Neaman A.; Reyes L.; Trolard F.; Bourrié G.; Sauvé S.,NA,NA,NA,NA,NA,NA,150,3-4,NA,NA,NA,NA,NA,NA,10.1016/j.geoderma.2009.02.017,NA,NA,NA,NA,"Neaman, Alexander (6602923704); Reyes, Luis (26325161500); Trolard, Fabienne (6603720697); Bourrié, Guilhem (6701441872); Sauvé, Sébastien (7003296473)",6602923704; 26325161500; 6603720697; 6701441872; 7003296473,2009,Geoderma,NA,359,366,7,43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549138859&doi=10.1016%2fj.geoderma.2009.02.017&partnerID=40&md5=d62ca0ca9b440a6d1d9820033cdb1434,Article,Final,NA,Scopus,2-s2.0-64549138859
Stream nitrate and DOC dynamics during three spring storms across land uses in glaciated landscapes of the Midwest,Wagner L.E.; Vidon P.; Tedesco L.P.; Gray M.,NA,NA,NA,NA,NA,NA,362,3-4,NA,NA,NA,NA,NA,NA,10.1016/j.jhydrol.2008.08.013,NA,NA,NA,NA,"Wagner, L.E. (25924362000); Vidon, P. (35607735200); Tedesco, L.P. (57200711244); Gray, M. (57199269284)",25924362000; 35607735200; 57200711244; 57199269284,2008,Journal of Hydrology,NA,177,190,13,51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949213044&doi=10.1016%2fj.jhydrol.2008.08.013&partnerID=40&md5=0976a33eecd225e1f476f7f13e703919,Article,Final,NA,Scopus,2-s2.0-44949213044
Bacterial production and microbial food web structure in a large arctic river and the coastal Arctic Ocean,Vallières C.; Retamal L.; Ramlal P.; Osburn C.L.; Vincent W.F.,NA,NA,NA,NA,NA,NA,74,3-4,NA,NA,NA,NA,NA,NA,10.1016/j.jmarsys.2007.12.002,NA,NA,NA,NA,"Vallières, Catherine (24466796200); Retamal, Leira (56112352600); Ramlal, Patricia (6603339239); Osburn, Christopher L. (7006969995); Vincent, Warwick F. (7103307348)",24466796200; 56112352600; 6603339239; 7006969995; 7103307348,2008,Journal of Marine Systems,NA,756,773,17,78,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649095734&doi=10.1016%2fj.jmarsys.2007.12.002&partnerID=40&md5=1c9eee4d3b6beee227bf4676c857be3a,Article,Final,NA,Scopus,2-s2.0-55649095734
Performance of a full-scale biofilter with peat and ash as a medium for treating industrial landfill leachate: A 3-year study of pollutant removal efficiency,Kängsepp P.; Mathiasson L.,NA,NA,NA,NA,NA,NA,27,2,NA,NA,NA,NA,NA,NA,10.1177/0734242X08095232,NA,NA,NA,NA,"Kängsepp, Pille (25927939700); Mathiasson, Lennart (7005998128)",25927939700; 7005998128,2009,Waste Management and Research,NA,147,158,11,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61749097738&doi=10.1177%2f0734242X08095232&partnerID=40&md5=ae4e74ccad5ecdb50dc027ed878e6dca,Article,Final,NA,Scopus,2-s2.0-61749097738
"Impact of wastewater treatment processes on organic carbon, organic nitrogen, and DBP precursors in effluent organic matter",Krasner S.W.; Westerhoff P.; Chen B.; Rittmann B.E.; Nam S.-N.; Amy G.,NA,NA,NA,NA,NA,NA,43,8,NA,NA,NA,NA,NA,NA,10.1021/es802443t,NA,NA,NA,NA,"Krasner, Stuart W. (7003676580); Westerhoff, Paul (7004688700); Chen, Baiyang (55584186700); Rittmann, Bruce E. (7102480077); Nam, Seong-Nam (57226757907); Amy, Gary (16745205400)",7003676580; 7004688700; 55584186700; 7102480077; 57226757907; 16745205400,2009,Environmental Science and Technology,NA,2911,2918,7,217,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249094163&doi=10.1021%2fes802443t&partnerID=40&md5=9a7fcf2932422da2e779d916203def16,Article,Final,NA,Scopus,2-s2.0-65249094163
Quantitative analysis of soluble exudates produced by ectomycorrhizal roots as a response to ambient and elevated CO2,Johansson E.M.; Fransson P.M.A.; Finlay R.D.; van Hees P.A.W.,NA,NA,NA,NA,NA,NA,41,6,NA,NA,NA,NA,NA,NA,10.1016/j.soilbio.2009.02.016,NA,NA,NA,NA,"Johansson, Emma M. (7202067112); Fransson, Petra M.A. (7005302756); Finlay, Roger D. (7006585352); van Hees, Patrick A.W. (7006249299)",7202067112; 7005302756; 7006585352; 7006249299,2009,Soil Biology and Biochemistry,NA,1111,1116,5,78,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349288511&doi=10.1016%2fj.soilbio.2009.02.016&partnerID=40&md5=0f8338431f1edd13c26b3ed5543aaada,Article,Final,NA,Scopus,2-s2.0-67349288511
Characterization of water-extractable organic matter during the biostabilization of municipal solid waste,Shao Z.-H.; He P.-J.; Zhang D.-Q.; Shao L.-M.,NA,NA,NA,NA,NA,NA,164,2-3,NA,NA,NA,NA,NA,NA,10.1016/j.jhazmat.2008.09.035,NA,NA,NA,NA,"Shao, Zheng-Hao (28268013900); He, Pin-Jing (7202088514); Zhang, Dong-Qing (35301336100); Shao, Li-Ming (14029147700)",28268013900; 7202088514; 35301336100; 14029147700,2009,Journal of Hazardous Materials,NA,1191,1197,6,155,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62649168337&doi=10.1016%2fj.jhazmat.2008.09.035&partnerID=40&md5=647f85088ff8ed1a7819374b78613a5b,Article,Final,NA,Scopus,2-s2.0-62649168337
"Sources, transformations, and hydrological processes that control stream nitrate and dissolved organic matter concentrations during snowmelt in an upland forest",Sebestyen S.D.; Boyer E.W.; Shanley J.B.; Kendall C.; Doctor D.H.; Aiken G.R.; Ohte N.,NA,NA,NA,NA,NA,NA,44,12,NA,NA,NA,NA,NA,NA,10.1029/2008WR006983,NA,NA,NA,NA,"Sebestyen, Stephen D. (7801641455); Boyer, Elizabeth W. (35584213800); Shanley, James B. (7006661408); Kendall, Carol (7102153539); Doctor, Daniel H. (16635475900); Aiken, George R. (7006822096); Ohte, Nobuhito (7006506327)",7801641455; 35584213800; 7006661408; 7102153539; 16635475900; 7006822096; 7006506327,2008,Water Resources Research,W12410,NA,NA,NA,141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59649090022&doi=10.1029%2f2008WR006983&partnerID=40&md5=10c28cc8c7de64f3f79b0d21b05fd19c,Article,Final,NA,Scopus,2-s2.0-59649090022
Uncertainty in organic matter analysis for seawater reverse osmosis (SWRO) desalination,Kim S.; Chon K.; Kim S.J.; Lee S.; Lee E.; Cho J.,NA,NA,NA,NA,NA,NA,238,1-3,NA,NA,NA,NA,NA,NA,10.1016/j.desal.2008.01.032,NA,NA,NA,NA,"Kim, Suhan (53877873400); Chon, Kangmin (25960576500); Kim, Sun Jin (36064500600); Lee, Sungyun (36438267000); Lee, Eunkyung (57199432993); Cho, Jaeweon (7403536101)",53877873400; 25960576500; 36064500600; 36438267000; 57199432993; 7403536101,2009,Desalination,NA,30,36,6,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58449132291&doi=10.1016%2fj.desal.2008.01.032&partnerID=40&md5=74e14b2291c004d16ddf1fc750c4656f,Article,Final,NA,Scopus,2-s2.0-58449132291
Concentrations and fluxes of dissolved organic carbon in UK topsoils,Buckingham S.; Tipping E.; Hamilton-Taylor J.,NA,NA,NA,NA,NA,NA,407,1,NA,NA,NA,NA,NA,NA,10.1016/j.scitotenv.2008.08.020,NA,NA,NA,NA,"Buckingham, S. (23666454700); Tipping, E. (7006576635); Hamilton-Taylor, J. (7003303768)",23666454700; 7006576635; 7003303768,2008,Science of the Total Environment,NA,460,470,10,46,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249148127&doi=10.1016%2fj.scitotenv.2008.08.020&partnerID=40&md5=10498874e03715203891610b7bca9561,Article,Final,NA,Scopus,2-s2.0-56249148127
"The effect of fire on mercury cycling in the soils of forested watersheds: Acadia National Park, Maine, U.S.A",Amirbahman A.; Ruck P.L.; Fernandez I.J.; Haines T.A.; Kahl J.S.,NA,NA,NA,NA,NA,NA,152,1-4,NA,NA,NA,NA,NA,NA,10.1023/b:wate.0000015369.02804.15,NA,NA,NA,NA,"Amirbahman, Aria (6701437502); Ruck, Philip L. (7005859260); Fernandez, Ivan J. (7101615738); Haines, Terry A. (7006714308); Kahl, Jeffery S. (7005380358)",6701437502; 7005859260; 7101615738; 7006714308; 7005380358,2004,"Water, Air, and Soil Pollution",NA,315,331,16,61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542376128&doi=10.1023%2fb%3awate.0000015369.02804.15&partnerID=40&md5=b9df884ccdff7376541467a566073e3d,Article,Final,NA,Scopus,2-s2.0-1542376128
"Effects of nitrogen addition on dissolved N2O and CO2, dissolved organic matter, and inorganic nitrogen in soil solution under a temperate old-growth forest",Xu X.; Han L.; Luo X.; Liu Z.; Han S.,NA,NA,NA,NA,NA,NA,151,3-4,NA,NA,NA,NA,NA,NA,10.1016/j.geoderma.2009.05.008,NA,NA,NA,NA,"Xu, Xingkai (36624625000); Han, Lin (57217367328); Luo, Xianbao (35211424000); Liu, Zirui (57218416169); Han, Shijie (7405944157)",36624625000; 57217367328; 35211424000; 57218416169; 7405944157,2009,Geoderma,NA,370,377,7,33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449105502&doi=10.1016%2fj.geoderma.2009.05.008&partnerID=40&md5=d04ad50d7bafb2f159d2a46574345ae7,Article,Final,NA,Scopus,2-s2.0-67449105502
"Influence of plant communities on denitrification in a tidal freshwater marsh of the Potomac River, United States",Hopfensperger K.N.; Kaushal S.S.; Findlay S.E.G.; Cornwell J.C.,NA,NA,NA,NA,NA,NA,38,2,NA,NA,NA,NA,NA,NA,10.2134/jeq2008.0220,NA,NA,NA,NA,"Hopfensperger, Kristine N. (14420038500); Kaushal, Sujay S. (7005372819); Findlay, Stuart E. G. (7101618741); Cornwell, Jeffrey C. (35556414000)",14420038500; 7005372819; 7101618741; 35556414000,2009,Journal of Environmental Quality,NA,618,626,8,37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63449099607&doi=10.2134%2fjeq2008.0220&partnerID=40&md5=69a87d01b398f845ee18767a0d0deafc,Article,Final,NA,Scopus,2-s2.0-63449099607
Hydrographic conditions during the 2004 SBI process experiments,Codispoti L.A.; Flagg C.N.; Swift J.H.,NA,NA,NA,NA,NA,NA,56,17,NA,NA,NA,NA,NA,NA,10.1016/j.dsr2.2008.10.013,NA,NA,NA,NA,"Codispoti, L.A. (6603916538); Flagg, C.N. (6701426879); Swift, James H. (35580215900)",6603916538; 6701426879; 35580215900,2009,Deep-Sea Research Part II: Topical Studies in Oceanography,NA,1144,1163,19,50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649414316&doi=10.1016%2fj.dsr2.2008.10.013&partnerID=40&md5=e953f40db3fa358309c08ec20f68d422,Article,Final,NA,Scopus,2-s2.0-67649414316
Relationships between specific ultraviolet absorbance and trihalomethane precursors of different carbon sources,Chow A.T.; Dahlgren R.A.; Zhang Q.; Wong P.K.,NA,NA,NA,NA,NA,NA,57,7,NA,NA,NA,NA,NA,NA,10.2166/aqua.2008.064,NA,NA,NA,NA,"Chow, Alex T. (7201769541); Dahlgren, Randy A. (7005899511); Zhang, Qian (56459162800); Wong, P.K. (26666389600)",7201769541; 7005899511; 56459162800; 26666389600,2008,Journal of Water Supply: Research and Technology - AQUA,NA,471,480,9,51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55349106182&doi=10.2166%2faqua.2008.064&partnerID=40&md5=5c52d7ee5360143ef76550dd5b419c0b,Article,Final,NA,Scopus,2-s2.0-55349106182
Land-based sources of pollution along the Izmit Bay and their effect on the coastal waters,Morkoç E.; Okay O.S.; Edinçliler A.,NA,NA,NA,NA,NA,NA,56,1,NA,NA,NA,NA,NA,NA,10.1007/s00254-007-1146-3,NA,NA,NA,NA,"Morkoç, Enis (6603363215); Okay, Oya S. (57204348426); Edinçliler, Ayşe (6506575540)",6603363215; 57204348426; 6506575540,2008,Environmental Geology,NA,131,138,7,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54049102534&doi=10.1007%2fs00254-007-1146-3&partnerID=40&md5=60221f6d5e982629fd953ac9d18232a3,Article,Final,NA,Scopus,2-s2.0-54049102534
Spatial heterogeneity of the spring flood acid pulse in a boreal stream network,Buffam I.; Laudon H.; Seibert J.; Mörth C.-M.; Bishop K.,NA,NA,NA,NA,NA,NA,407,1,NA,NA,NA,NA,NA,NA,10.1016/j.scitotenv.2008.10.006,NA,NA,NA,NA,"Buffam, Ishi (6508352149); Laudon, Hjalmar (7004029258); Seibert, Jan (7102368741); Mörth, Carl-Magnus (6602097953); Bishop, Kevin (55505978200)",6508352149; 7004029258; 7102368741; 6602097953; 55505978200,2008,Science of the Total Environment,NA,708,722,14,45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249089974&doi=10.1016%2fj.scitotenv.2008.10.006&partnerID=40&md5=1196eb31c7f432d6fb203ac6ff326b0f,Article,Final,NA,Scopus,2-s2.0-56249089974
Chemical and physical controls on the oxygen regime of ice-covered arctic lakes and reservoirs,Clilverd H.; White D.; Lilly M.,NA,NA,NA,NA,NA,NA,45,2,NA,NA,NA,NA,NA,NA,10.1111/j.1752-1688.2009.00305.x,NA,NA,NA,NA,"Clilverd, Hannah (23979318800); White, Daniel (57198695968); Lilly, Michael (8147199600)",23979318800; 57198695968; 8147199600,2009,Journal of the American Water Resources Association,NA,500,511,11,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63149192825&doi=10.1111%2fj.1752-1688.2009.00305.x&partnerID=40&md5=ec9e1038a07b0ea2c6199b4d2b5ac40f,Article,Final,NA,Scopus,2-s2.0-63149192825
"Effects of land-based sources on water quality in the Omerli reservoir (Istanbul, Turkey)",Morkoç E.; Tüfekçi V.; Tüfekçi H.; Tolun L.; Karakoç F.T.; Güvensel T.,NA,NA,NA,NA,NA,NA,57,5,NA,NA,NA,NA,NA,NA,10.1007/s00254-008-1389-7,NA,NA,NA,NA,"Morkoç, Enis (6603363215); Tüfekçi, Vildan (6603022437); Tüfekçi, Huseyin (6602298277); Tolun, Leyla (6602215092); Karakoç, Fatma Telli (18437065400); Güvensel, Tuǧba (24334551400)",6603363215; 6603022437; 6602298277; 6602215092; 18437065400; 24334551400,2009,Environmental Geology,NA,1035,1045,10,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349280920&doi=10.1007%2fs00254-008-1389-7&partnerID=40&md5=3de0f4eaacbf9960ddf5fb58d4a036a4,Article,Final,NA,Scopus,2-s2.0-67349280920
Adsorption of dissolved organic carbon to mineral soils: A comparison of four isotherm approaches,Kothawala D.N.; Moore T.R.; Hendershot W.H.,NA,NA,NA,NA,NA,NA,148,1,NA,NA,NA,NA,NA,NA,10.1016/j.geoderma.2008.09.004,NA,NA,NA,NA,"Kothawala, D.N. (14024544900); Moore, T.R. (57203784432); Hendershot, W.H. (7005644645)",14024544900; 57203784432; 7005644645,2008,Geoderma,NA,43,50,7,44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54949094635&doi=10.1016%2fj.geoderma.2008.09.004&partnerID=40&md5=875128eabee2d3a397478b2445b675e5,Article,Final,NA,Scopus,2-s2.0-54949094635
Increased Dissolved Organic Carbon (DOC) in central European streams is driven by reductions in ionic strength rather than climate change or decreasing acidity,Hruška J.; Krám P.; Mcdowell W.H.; Oulehle F.,NA,NA,NA,NA,NA,NA,43,12,NA,NA,NA,NA,NA,NA,10.1021/es803645w,NA,NA,NA,NA,"Hruška, Jakub (56218751200); Krám, Pavel (6603735631); Mcdowell, William H. (7006465552); Oulehle, Filip (8710846400)",56218751200; 6603735631; 7006465552; 8710846400,2009,Environmental Science and Technology,NA,4320,4326,6,158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449110765&doi=10.1021%2fes803645w&partnerID=40&md5=8339a27da237c4396a63c87aef77b9d5,Article,Final,NA,Scopus,2-s2.0-67449110765
Dissolved organic carbon concentrations under conditions of different forest composition,Remeš M.; Kulhavý J.,NA,NA,NA,NA,NA,NA,55,5,NA,NA,NA,NA,NA,NA,10.17221/16/2009-jfs,NA,NA,NA,NA,"Remeš, M. (57222582203); Kulhavý, J. (55520028900)",57222582203; 55520028900,2009,Journal of Forest Science,NA,201,207,6,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649519003&doi=10.17221%2f16%2f2009-jfs&partnerID=40&md5=7638c1e4c5f75614ec37ef08b3da255d,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-67649519003
"Do parafluvial zones have an impact in regulating river pollution? Spatial and temporal dynamics of nutrients, carbon, and bacteria in a large gravel bar of the Doubs River (France)",Deforet T.; Marmonier P.; Rieffel D.; Crini N.; Giraudoux P.; Gilbert D.,NA,NA,NA,NA,NA,NA,623,1,NA,NA,NA,NA,NA,NA,10.1007/s10750-008-9661-0,NA,NA,NA,NA,"Deforet, Thomas (24340680500); Marmonier, Pierre (7004514936); Rieffel, Dominique (14032287300); Crini, Nadia (6504190716); Giraudoux, Patrick (7003935884); Gilbert, Daniel (15836432100)",24340680500; 7004514936; 14032287300; 6504190716; 7003935884; 15836432100,2009,Hydrobiologia,NA,235,250,15,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59549102843&doi=10.1007%2fs10750-008-9661-0&partnerID=40&md5=176ca3e39131693ef326659b51ea661e,Article,Final,NA,Scopus,2-s2.0-59549102843
Increased organic C and N leaching in a northern boreal river basin in Finland,Lepistö A.; Kortelainen P.; Mattsson T.,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,NA,NA,NA,10.1029/2007GB003175,NA,NA,NA,NA,"Lepistö, Ahti (7004495873); Kortelainen, Pirkko (58133304700); Mattsson, Tuija (56265661500)",7004495873; 58133304700; 56265661500,2008,Global Biogeochemical Cycles,GB3029,NA,NA,NA,99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549121485&doi=10.1029%2f2007GB003175&partnerID=40&md5=840353df19f82de6a9d9f5a80c21616e,Article,Final,NA,Scopus,2-s2.0-65549121485
Dissolved organic carbon in rainwater: Glassware decontamination and sample preservation and volatile organic carbon,Campos M.L.A.M.; Nogueira R.F.P.; Dametto P.R.; Francisco J.G.; Coelho C.H.,NA,NA,NA,NA,NA,NA,41,39,NA,NA,NA,NA,NA,NA,10.1016/j.atmosenv.2007.08.017,NA,NA,NA,NA,"Campos, M.L.A.M. (7202803559); Nogueira, R.F.P. (7102312903); Dametto, P.R. (18436806400); Francisco, J.G. (24740983800); Coelho, C.H. (48660973700)",7202803559; 7102312903; 18436806400; 24740983800; 48660973700,2007,Atmospheric Environment,NA,8924,8931,7,32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51349112588&doi=10.1016%2fj.atmosenv.2007.08.017&partnerID=40&md5=7439ca14fa2e51069d64cfc15af7da18,Article,Final,NA,Scopus,2-s2.0-51349112588
Mercury cycling in stream ecosystems. 3. Trophic dynamics and methylmercury bioaccumulation,Chasar L.C.; Scudder B.C.; Stewart A.R.; Bell A.H.; Aiken G.R.,NA,NA,NA,NA,NA,NA,43,8,NA,NA,NA,NA,NA,NA,10.1021/es8027567,NA,NA,NA,NA,"Chasar, Lia C. (6507260683); Scudder, Barbara C. (6506264619); Stewart, A. Robin (37054741000); Bell, Amanda H. (17343264800); Aiken, George R. (7006822096)",6507260683; 6506264619; 37054741000; 17343264800; 7006822096,2009,Environmental Science and Technology,NA,2733,2739,6,191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249106516&doi=10.1021%2fes8027567&partnerID=40&md5=1d124b5b9a5d3435009f40c3c27f93fc,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-65249106516
Impact of a tropical cyclone on biogeochemistry of the central Arabian Sea,Naik H.; Naqvi S.W.A.; Suresh T.; Narvekar P.V.,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,NA,NA,NA,10.1029/2007GB003028,NA,NA,NA,NA,"Naik, Herna (15521123800); Naqvi, S.W.A. (16240568500); Suresh, T. (7005246071); Narvekar, P.V. (6602466520)",15521123800; 16240568500; 7005246071; 6602466520,2008,Global Biogeochemical Cycles,GB3020,NA,NA,NA,41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549140093&doi=10.1029%2f2007GB003028&partnerID=40&md5=459640fbdc71670081834dda47087491,Article,Final,NA,Scopus,2-s2.0-65549140093
Effects of managed burning upon dissolved organic carbon (DOC) in soil water and runoff water following a managed burn of a UK blanket bog,Clay G.D.; Worrall F.; Fraser E.D.G.,NA,NA,NA,NA,NA,NA,367,1-2,NA,NA,NA,NA,NA,NA,10.1016/j.jhydrol.2008.12.022,NA,NA,NA,NA,"Clay, Gareth D. (26030230100); Worrall, Fred (7004608477); Fraser, Evan D.G. (8323188600)",26030230100; 7004608477; 8323188600,2009,Journal of Hydrology,NA,41,51,10,55,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60549102290&doi=10.1016%2fj.jhydrol.2008.12.022&partnerID=40&md5=f71c157d0f5529eea3d77797cd0789ef,Article,Final,NA,Scopus,2-s2.0-60549102290
Examining the microbial degradation of naphthenic acids using stable isotope analysis of carbon and nitrogen,Videla P.P.; Farwell A.J.; Butler B.J.; Dixon D.G.,NA,NA,NA,NA,NA,NA,197,1-4,NA,NA,NA,NA,NA,NA,10.1007/s11270-008-9794-9,NA,NA,NA,NA,"Videla, Patricia P. (24503906200); Farwell, Andrea J. (7003752700); Butler, Barbara J. (55438698500); Dixon, D. George (7401748015)",24503906200; 7003752700; 55438698500; 7401748015,2009,"Water, Air, and Soil Pollution",NA,107,119,12,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549100460&doi=10.1007%2fs11270-008-9794-9&partnerID=40&md5=df745da1ab52b3b9985791f4ab125a16,Article,Final,NA,Scopus,2-s2.0-58549100460
