Sample number,Location,Collection Date/Time (MDT),Water level (m),Discharge method,Q (m3/s),SC (uS/cm),pH (lab),pH (field),T (field),Ca (mg/L),K (mg/L),Mg (mg/L),Na (mg/L),SiO2 (mg/L),Cl (mg/L),SO4 (mg/L),Alkalinity (mg HCO3/L),NO3 (mg NO3/L),NH4 (mg NH4/L),DOC (mg/L),SUVA (L/mg/m),TSS (mg/L)
15FW012,US1,5/1/15 9:05,0.358,M,0.878,80.7,--,7.5,4.8,6.97,0.901,3.09,3.48,10.9,4.52,5.9,31.8,0.1,<0.04,4.82,2.82,26
15FW017,US1,5/12/15 10:48,--,E,3.398,74,--,7.64,5.3,6.61,0.925,2.72,3.09,11.6,2.49,6,30.8,0.2,<0.04,5.75,2.69,17
15FW023,US1,5/29/15 9:39,0.247,M,0.765,67,--,7.52,5.9,5.87,0.761,2.48,2.85,10.7,1.83,5.32,29.4,0.05,<0.04,4.226,2.42,10
15FW027,US1,6/16/15 11:30,0.218,M,0.595,42,--,7.2,8,3.54,0.484,1.4,1.82,8.06,0.66,2.74,20.3,0.12,<0.04,2.321,2.53,<6
15FW030,US1,6/30/15 10:23,0.116,M,0.19,52.8,--,7.45,10.4,4.66,0.554,1.86,2.17,9,0.73,3.35,26,0.03,<0.04,1.788,2.28,<6
15FW036,US1,7/9/15 10:00,0.161,R,0.368,82,--,7.69,9.7,6.87,0.73,2.9,3.06,10.3,2.37,4.29,36,0.04,<0.04,4.26,3.07,10
15FW042,US1,7/21/15 10:03,0.104,M,0.176,76.7,--,7.37,10.4,6.84,0.652,2.95,2.87,10.2,1.92,4.49,37.8,<0.03,<0.04,2.25,2.44,<6
15FW051,US1,8/11/15 10:18,0.04,M,0.045,94.2,--,7.48,12.5,8.08,0.907,3.42,3.37,11.5,1.4,6.5,42.2,0.1,<0.04,1.62,2.43,<6
15FW057,US1,9/1/15 10:30,0.014,M,0.019,96,--,7.75,12,8.75,0.941,3.69,3.7,11.7,1.5,8.6,46.1,0.13,<0.04,1.53,2.23,<6
15FW061,US1,9/17/15 10:48,0.003,M,0.017,98,--,7.6,10.6,8.99,0.96,3.77,3.88,11.6,1.4,9.2,47.2,0.04,<0.04,1.52,1.92,<6
15FW066,US1,10/13/15 12:20,0.009,M,0.02,108.6,--,7.3,9.6,9.74,1.02,4.16,3.99,11.7,1.8,10.4,50.3,0.08,<0.04,1.22,2.4,<6
15FW072,US1,11/3/15 10:25,--,M,0.025,112,--,7.73,3.8,11.3,0.973,4.71,4.55,12,3,11.9,50.1,0.12,<0.04,1.31,2.23,<6
10FW006,DS1,9/29/10 11:40,--,M,0.024,166,--,8.08,11.1,13.9,1.15,6.12,6.26,13.1,2.8,27.5,51.8,<0.02,--,2,--,--
10FS006,DS1,10/12/10 6:12,--,--,--,161,7.62,--,--,--,--,--,--,--,2.7,27.3,49.3,<0.03,--,2.94,--,--
10FS007,DS1,10/12/10 6:42,--,--,--,163,7.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10FW039,DS1,10/12/10 7:12,--,--,--,165,--,7.67,8.8,13.3,2.05,5.95,5.63,11.6,3,27.8,49.7,0.1,--,4.09,--,--
10FW040,DS1,10/12/10 14:00,--,--,--,176,--,7.84,18.3,14.2,1.81,6.9,5.63,11.5,9,28,48.5,<0.03,--,3.2,--,--
10FS008,DS1,10/12/10 15:00,--,--,--,183,7.87,--,--,--,--,--,--,--,9.5,27.9,48.3,<0.03,--,2.64,--,--
10FW041,DS1,10/12/10 17:00,--,--,--,173,--,7.9,18.6,13.2,1.44,6.45,5.64,12,6.4,26.6,47.9,<0.03,--,2.26,--,--
11FW105,DS1,1/5/11 13:17,--,E,0.014,152,--,7.94,0.5,13.6,0.93,6.09,6.38,11.4,3.2,31.5,44.2,0.21,--,1.5,1.24,--
11FW109,DS1,2/7/11 11:24,--,E,0.018,152,--,7.55,0.7,13.7,0.89,6.08,6.4,11,3.2,32,43.1,0.31,--,1.2,--,--
11FW119,DS1,3/1/11 17:01,--,E,0.024,166,--,7.74,2.2,14.8,0.96,6.74,6.79,10.8,3.63,37.3,44.6,0.2,<0.09,1.2,1.72,--
11FW131,DS1,3/4/11 10:30,0.18,R,0.031,162,--,7.54,0.4,14.1,0.92,6.33,6.56,10.5,3.68,35.6,45.8,0.22,<0.09,1.3,1.45,--
11FW126,DS1,3/7/11 11:25,0.152,R,0.014,178,--,8.52,0.3,14.6,0.93,6.61,6.78,10.8,3.65,36.5,43.3,0.25,<0.09,1.1,1.72,--
11FW113,DS1,3/9/11 11:30,0.143,R,0.012,162,--,7.79,0.1,14.4,0.92,6.5,6.77,10.7,3.63,35.6,44.3,0.21,<0.09,1.1,1.62,--
11FW136,DS1,3/11/11 10:08,0.149,R,0.013,161,--,7.55,1.9,14.3,0.89,6.42,6.62,10.8,3.65,34.5,43.1,0.16,<0.09,1.1,1.8,--
11FW141,DS1,3/14/11 11:07,0.149,R,0.013,157,--,7.57,1.8,13.7,0.9,6.18,6.52,10.6,3.6,32.9,43.4,0.19,<0.09,1.1,1.72,--
11FW148,DS1,3/16/11 11:00,0.165,R,0.021,152,--,7.62,1.9,13.2,0.91,5.88,6.35,10.5,3.61,31.4,42.1,0.11,<0.09,1.1,1.8,--
11FW154,DS1,3/18/11 12:09,0.168,R,0.023,151,--,7.73,2.3,12.6,0.91,5.57,6.06,10.6,3.65,27.6,40.4,0.18,<0.09,1.3,1.83,--
11FW159,DS1,3/21/11 10:16,0.171,M,0.028,140,--,7.65,2.1,12.1,0.85,5.39,5.97,10.4,4.03,26.3,40.2,0.19,<0.09,1.2,1.82,--
11FW168,DS1,3/24/11 10:15,0.183,R,0.021,145,--,7.66,0.1,12.9,0.88,5.8,6.1,10.4,4.34,28,41.4,0.12,<0.09,1.2,1.91,--
11FW175,DS1,3/28/11 10:42,0.165,R,0.021,143,--,7.59,2,12.7,0.9,5.64,6.08,10.4,4.56,26.7,40.2,0.09,<0.09,1.2,1.66,--
11FW180,DS1,3/31/11 10:00,0.165,R,0.021,145,--,7.68,2.3,12.7,0.9,5.67,6.15,10.4,4.7,27.4,40.2,0.08,<0.09,1.4,1.42,--
11FW187,DS1,4/4/11 11:03,0.165,R,0.02,141,--,7.37,1.5,12.1,0.88,5.36,5.88,10.3,5.1,24.8,38.3,0.08,<0.09,1.5,1.59,--
11FW192,DS1,4/7/11 10:15,0.183,R,0.034,130,--,7.43,2.5,10.8,0.84,4.95,5.53,9.74,5.58,21.7,36.7,0.07,<0.09,1.5,1.72,--
11FW199,DS1,4/11/11 11:11,0.18,M,0.045,125,--,7.31,3.4,10.6,0.82,4.72,5.37,10,6.09,19.5,34.9,<0.02,<0.09,1.7,1.69,--
11FW207,DS1,4/14/11 9:55,0.189,R,0.04,126,--,7.42,1.7,10.6,0.85,4.66,5.14,9.81,6.56,18.5,33.8,0.04,<0.09,1.5,2.04,<6
11FW214,DS1,4/15/11 9:00,0.189,R,0.04,132,--,--,--,11,0.86,4.84,5.28,10,6.92,18.9,34.2,0.07,<0.09,1.8,1.82,<6
11FW215,DS1,4/15/11 11:00,0.186,R,0.037,130,--,--,--,11,0.84,4.87,5.3,10.1,6.93,19.7,34.5,0.1,<0.09,1.8,1.82,<6
11FW216,DS1,4/15/11 13:00,0.207,R,0.061,124,--,--,--,10.8,0.89,4.85,5.32,10,6.94,19.1,34.1,0.09,<0.09,1.7,2.04,<6
11FW221,DS1,4/15/11 15:00,0.21,R,0.068,125,--,--,--,10.5,0.89,4.57,5.07,10,6.9,17.5,32.7,0.03,<0.09,1.9,1.98,<6
11FW232,DS1,4/15/11 17:00,0.213,R,0.069,120,--,--,--,10.3,0.86,4.55,5.02,10,6.95,16.9,32.3,0.05,<0.09,1.9,1.93,<6
11FS018,DS1,4/15/11 19:00,0.219,R,0.082,114,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FW233,DS1,4/15/11 21:00,0.219,R,0.082,122,--,--,--,10,0.84,4.48,4.95,9.87,7.06,16.4,32.5,0.1,<0.09,1.9,1.87,<6
11FS019,DS1,4/15/11 23:00,0.213,R,0.069,122,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FS020,DS1,4/16/11 1:00,0.21,R,0.068,124,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FW231,DS1,4/16/11 3:00,0.21,R,0.068,124,--,--,--,10.2,0.84,4.52,5.02,10,7.12,17,32.7,0.14,<0.09,1.8,1.87,<6
11FS021,DS1,4/16/11 5:00,0.207,R,0.061,125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FS022,DS1,4/16/11 7:00,0.207,R,0.061,125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FW230,DS1,4/16/11 9:00,0.204,R,0.059,126,--,--,--,10.6,0.83,4.68,5.12,10.1,7.23,17.7,32.9,0.06,<0.09,1.7,1.98,<6
11FS023,DS1,4/16/11 11:00,0.21,R,0.059,126,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FS024,DS1,4/16/11 13:00,0.201,R,0.053,125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FS025,DS1,4/16/11 15:00,0.201,R,0.053,127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
11FS026,DS1,4/16/11 17:00,0.21,R,0.068,123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS027,DS1,4/16/11 19:00,0.213,R,0.069,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS028,DS1,4/16/11 21:00,0.219,R,0.082,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS029,DS1,4/16/11 23:00,0.223,R,0.088,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS030,DS1,4/17/11 1:00,0.223,R,0.088,119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS031,DS1,4/17/11 3:00,0.219,R,0.082,119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS032,DS1,4/17/11 5:00,0.216,R,0.076,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS033,DS1,4/17/11 7:00,0.216,R,0.071,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FW236,DS1,4/18/11 10:05,0.226,R,0.093,115,--,7.2,4.6,9.85,0.83,4.3,4.74,10,7.27,15.1,31.5,0.11,<0.09,1.9,2.22,--
11FW242,DS1,4/21/11 10:15,0.25,R,0.14,105,--,7.64,--,8.81,0.84,3.93,4.43,9.76,8.2,12,28.1,0.08,<0.09,2.7,2.31,9
11FW248,DS1,4/25/11 10:23,0.238,M,0.12,105,--,7.56,--,8.78,0.79,3.9,4.35,9.82,8.34,12.1,26.6,0.05,<0.09,2.6,2.27,<6
11FW254,DS1,4/28/11 11:40,0.235,R,0.11,108,--,7.91,5.3,9.04,0.81,4.02,4.48,9.79,8.13,13,28.9,<0.02,<0.09,2.6,2.19,<6
11FW261,DS1,5/2/11 10:40,0.226,R,0.093,109,--,7.76,3.4,9.25,0.81,4.11,4.46,10,8,13.1,30.3,0.01,<0.09,2.7,1.93,<6
11FW266,DS1,5/9/11 9:40,0.253,R,0.16,97,--,7.74,7.3,8.14,0.81,3.62,4.18,9.86,6.58,9.8,28.1,0.08,<0.09,2.8,2.27,7
11FW274,DS1,5/11/11 11:12,0.296,R,0.34,80,--,7.67,3.3,6.5,0.77,2.99,3.58,9.03,6.11,7.6,23.1,<0.02,<0.09,3.2,2.44,17
11FW280,DS1,5/12/11 12:55,0.29,M,0.31,86,--,8.26,3.5,6.93,0.79,3.13,3.74,9.31,6.09,8.4,24.1,0.21,<0.09,3.1,2.45,9
11FW288,DS1,5/13/11 11:40,0.29,R,0.31,91,--,7.59,7.6,7.42,0.79,3.33,3.93,9.52,6.35,9.2,25,<0.02,<0.09,2.8,2.61,8
11FW293,DS1,5/16/11 11:25,0.296,R,0.34,95,--,7.79,5.9,7.94,0.78,3.57,3.94,9.8,6.17,10.7,28.1,0.04,<0.09,2.9,2.45,8
11FW298,DS1,5/18/11 14:06,0.32,R,0.51,97,--,7.65,16.6,8.24,0.98,3.91,3.8,9.42,7.25,10.8,27.8,0.17,<0.09,3.9,2.24,64
11FS067,DS1,5/18/11 14:36,0.332,R,0.57,98,7.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68
11FW299,DS1,5/18/11 15:06,0.332,R,0.57,100,--,7.67,17.1,8.11,1.01,3.73,3.74,9.4,6.24,10.9,28.5,0.2,<0.09,3.6,2.45,64
11FS068,DS1,5/18/11 15:30,0.329,R,0.57,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74
11FS069,DS1,5/18/11 16:00,0.335,R,0.59,99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47
11FS070,DS1,5/18/11 16:30,0.335,R,0.59,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38
11FS071,DS1,5/18/11 17:00,0.341,R,0.62,95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39
11FW314,DS1,5/18/11 17:30,0.341,R,0.62,98,--,--,--,8.27,0.98,3.78,3.76,9.39,6.4,11.7,28.4,0.23,<0.09,3.8,2.49,44
11FS072,DS1,5/18/11 18:00,0.351,R,0.65,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55
11FS073,DS1,5/18/11 18:30,0.347,R,0.65,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45
11FW315,DS1,5/18/11 19:00,0.354,R,0.68,99,--,--,--,8.3,0.98,3.8,3.73,9.48,5.93,11.5,28.5,0.22,<0.09,3.9,2.52,22
11FS074,DS1,5/18/11 19:30,0.351,R,0.65,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46
11FS075,DS1,5/18/11 20:00,0.354,R,0.68,101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41
11FS076,DS1,5/18/11 20:30,0.354,R,0.68,102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39
11FW316,DS1,5/18/11 21:00,0.357,R,0.68,106,--,--,--,8.78,0.98,3.97,3.84,9.62,6.15,13.6,29.8,0.28,<0.09,4,2.55,58
11FS077,DS1,5/18/11 21:30,0.354,R,0.68,106,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48
11FS078,DS1,5/18/11 22:00,0.354,R,0.68,107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51
11FS079,DS1,5/18/11 22:30,0.357,R,0.68,107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54
11FW317,DS1,5/18/11 23:00,0.357,R,0.68,109,--,--,--,9.26,0.97,4.16,3.93,9.82,6.02,13.8,30.8,0.45,<0.09,4,2.46,41
11FS080,DS1,5/18/11 23:30,0.354,R,0.68,110,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39
11FS081,DS1,5/19/11 0:00,0.357,R,0.68,113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39
11FS082,DS1,5/19/11 0:30,0.354,R,0.68,112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56
11FS083,DS1,5/19/11 1:00,0.36,R,0.71,113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52
11FW318,DS1,5/19/11 1:30,0.36,R,0.68,114,--,--,--,9.71,0.98,4.37,4.12,10,6.16,14.8,31.8,0.53,<0.09,4,2.55,44
11FW335,DS1,5/24/11 12:17,0.375,R,0.82,94,--,7.63,6.2,8.28,0.94,3.57,3.57,11,4.93,11.1,28.5,0.3,<0.09,5.1,2.51,19
11FW340,DS1,5/27/11 8:30,0.357,R,0.68,88,--,7.49,6.1,7.63,0.88,3.32,3.45,10.9,4.49,9.9,27.6,0.12,<0.09,4.4,2.4,11
11FW346,DS1,6/1/11 10:35,0.338,R,0.59,70,--,7.56,6.9,6.03,0.71,2.6,2.88,9.76,3.05,7.4,23.6,0.13,<0.09,3.7,2.42,8
11FW352,DS1,6/6/11 11:02,0.384,R,0.82,49,--,7.71,10,4.01,0.58,1.68,2.08,8.53,1.72,4.6,17.5,0.28,<0.09,3.4,2.96,15
11FW361,DS1,6/9/11 10:10,0.384,R,0.82,45,--,7.44,7.1,3.54,0.55,1.47,1.86,8.21,1.46,4,15.7,0.12,<0.09,3.2,2.8,13
11FW367,DS1,6/13/11 11:15,0.344,M,0.62,42,--,7.47,8.1,3.4,0.48,1.4,1.8,8.09,1.15,3.5,15.5,<0.02,<0.09,2.5,2.77,8
11FW373,DS1,6/20/11 13:25,0.369,M,0.74,44,--,7.56,8.9,3.77,0.51,1.53,1.83,7.82,1.51,3.5,16.7,<0.02,<0.09,3.8,2.94,6
11FS138,DS1,6/20/11 16:00,0.372,R,0.76,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11
11FS139,DS1,6/20/11 20:00,0.354,R,0.68,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9
11FS140,DS1,6/21/11 0:00,0.341,R,0.62,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
11FS141,DS1,6/21/11 4:00,0.36,R,0.71,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7
11FS142,DS1,6/21/11 8:00,0.351,R,0.65,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7
11FS143,DS1,6/21/11 12:00,0.354,R,0.68,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
11FS144,DS1,6/21/11 16:00,0.344,R,0.62,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
11FS145,DS1,6/21/11 20:00,0.354,R,0.68,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7
11FS146,DS1,6/22/11 0:00,0.347,R,0.64,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7
11FS147,DS1,6/22/11 4:00,0.354,R,0.68,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
11FS148,DS1,6/22/11 8:00,0.357,R,0.68,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6
11FW392,DS1,6/27/11 11:05,0.323,M,0.51,42,--,--,--,3.6,0.45,1.49,1.73,7.64,1.08,3.8,16.5,<0.02,<0.09,1.8,2.6,7
11FW395,DS1,7/6/11 10:54,0.296,R,0.34,42,--,7.54,10.2,3.56,0.42,1.46,1.73,7.56,0.93,3.8,16.7,<0.02,<0.09,1.5,2.45,6
11FW412,DS1,7/7/11 18:20,0.293,R,0.31,257,--,--,--,36.4,7.43,6.35,1.83,6.81,10.4,12.6,122,2.67,0.43,25,3.27,"13,960"
11FS234,DS1,7/7/11 18:33,0.387,R,0.85,253,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"26,450"
11FW413,DS1,7/7/11 18:53,0.411,R,1,417,--,--,--,57.8,15.5,12.3,2.15,10,19.7,23.4,184,9.2,2.53,71.06,2.83,"55,711"
11FW414,DS1,7/7/11 19:13,0.351,R,0.65,290,--,--,--,40.6,9.72,8.73,2.03,8.24,20.6,19,131,5.47,1.28,33.5,3.3,"22,559"
11FS235,DS1,7/7/11 19:33,0.338,R,0.59,190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"5,996"
11FS236,DS1,7/7/11 19:53,0.317,R,0.48,148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,993"
11FS237,DS1,7/7/11 20:13,0.314,R,0.45,141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,449"
11FS238,DS1,7/7/11 20:33,0.341,R,0.62,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,221"
11FW415,DS1,7/7/11 20:53,0.354,R,0.68,89,--,--,--,10.7,1.84,2.7,1.9,7.6,3.42,6.1,37.5,0.68,<0.09,6.4,2.84,"1,253"
11FS239,DS1,7/7/11 21:13,0.347,R,0.64,87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,268
11FS240,DS1,7/7/11 21:33,0.326,R,0.54,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,216
11FS241,DS1,7/7/11 21:53,0.32,R,0.51,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,150
11FS242,DS1,7/7/11 22:13,0.311,R,0.42,67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,382
11FS243,DS1,7/7/11 22:33,0.314,R,0.45,67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,344
11FS244,DS1,7/7/11 22:53,0.311,R,0.42,63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,264
11FS245,DS1,7/7/11 23:13,0.308,R,0.42,68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,261
11FS246,DS1,7/7/11 23:33,0.299,R,0.37,61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,170
11FS247,DS1,7/7/11 23:53,0.305,R,0.4,55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,143
11FS248,DS1,7/8/11 0:13,0.302,R,0.37,59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138
11FS249,DS1,7/8/11 0:33,0.308,R,0.42,55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131
11FS250,DS1,7/8/11 0:53,0.308,R,0.42,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110
11FS251,DS1,7/8/11 1:13,0.305,R,0.4,58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,113
11FS252,DS1,7/8/11 1:33,0.308,R,0.42,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95
11FS253,DS1,7/8/11 1:53,0.296,R,0.34,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94
11FW403,DS1,7/8/11 10:30,0.296,R,0.34,49,--,7.6,10.6,4.43,0.59,1.65,1.82,7.81,1.06,4.2,19.8,<0.02,<0.09,2.1,2.42,68
11FS254,DS1,7/8/11 10:36,0.293,R,0.31,55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33
11FS255,DS1,7/8/11 16:36,0.283,R,0.28,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27
11FS256,DS1,7/8/11 22:36,0.293,R,0.31,49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13
11FS257,DS1,7/9/11 4:36,0.29,R,0.31,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13
11FS258,DS1,7/9/11 10:36,0.293,R,0.31,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15
11FS259,DS1,7/9/11 16:36,0.283,R,0.28,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13
11FS260,DS1,7/9/11 22:36,0.29,R,0.31,46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10
11FS261,DS1,7/10/11 4:36,0.29,R,0.31,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10
11FS262,DS1,7/10/11 10:36,0.287,R,0.28,46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12
11FS263,DS1,7/10/11 16:36,0.283,R,0.28,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12
11FS264,DS1,7/10/11 22:36,0.296,R,0.34,49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27
11FS265,DS1,7/11/11 4:36,0.293,R,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11FS266,DS1,7/11/11 10:36,0.283,R,0.28,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12
11FW428,DS1,7/13/11 18:27,0.296,R,0.34,145,--,--,--,18.6,2.57,4.1,2.05,6.42,10.4,7.4,58.9,0.85,<0.09,7,3.56,"6,463"
11FW429,DS1,7/13/11 18:38,0.366,R,0.74,245,--,--,--,31.7,9.81,7.11,2.14,8.48,7.09,18.6,110,9.29,0.95,27.6,3.47,"50,354"
11FW430,DS1,7/13/11 18:58,0.399,R,0.91,231,--,--,--,32.1,6.48,6.81,1.85,6.99,10.8,11,105,5.19,0.47,20.9,3.61,"29,898"
11FS318,DS1,7/13/11 19:18,0.36,R,0.71,194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"17,354"
11FS319,DS1,7/13/11 19:38,0.311,R,0.42,141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"10,107"
11FS320,DS1,7/13/11 19:58,0.308,R,0.42,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"3,860"
11FS321,DS1,7/13/11 20:18,0.311,R,0.42,109,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,617"
11FS322,DS1,7/13/11 20:38,0.296,R,0.34,95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,908"
11FS323,DS1,7/13/11 20:58,0.296,R,0.34,89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,403"
11FW431,DS1,7/13/11 21:18,0.296,R,0.34,112,--,--,--,15.6,2.75,3.32,2,7.52,3.29,7.4,51.3,1.67,0.1,5.2,3.43,"3,526"
11FS324,DS1,7/13/11 21:38,0.314,R,0.45,99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,372"
11FS325,DS1,7/13/11 21:58,0.347,R,0.65,88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,113"
11FS326,DS1,7/13/11 22:18,0.347,R,0.65,81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,774
11FS327,DS1,7/13/11 22:38,0.317,R,0.48,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,480
11FS328,DS1,7/13/11 22:58,0.314,R,0.45,73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,342
11FS329,DS1,7/13/11 23:18,0.311,R,0.42,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,839
11FW432,DS1,7/13/11 23:38,0.518,R,1.8,243,--,--,--,35.5,9.83,7.65,1.58,8.22,4.27,19.5,127,9.49,1.03,29.2,2.99,"68,272"
11FW433,DS1,7/13/11 23:58,0.363,R,0.71,158,--,--,--,20.9,4.89,4.15,1.88,6.68,5.05,11.4,73.7,4.54,0.4,12.5,3.29,"13,064"
11FS330,DS1,7/14/11 0:18,0.32,R,0.51,109,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"4,783"
11FS331,DS1,7/14/11 0:38,0.311,R,0.42,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,641"
11FS332,DS1,7/14/11 0:58,0.32,R,0.51,90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,919
11FS333,DS1,7/14/11 1:18,0.329,R,0.57,84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,615
11FS334,DS1,7/14/11 1:38,0.341,R,0.62,84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,562
11FS335,DS1,7/14/11 1:58,0.341,R,0.62,83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,464
11FW424,DS1,7/14/11 11:08,0.308,R,0.42,81,--,7.68,11.8,7.12,1.08,2.66,2.34,8.59,2.56,7.7,28.5,0.55,<0.09,2.4,2.86,453
11FW441,DS1,7/18/11 11:55,0.296,R,0.34,80,--,7.46,--,7.3,0.75,3.02,2.5,9.03,2.15,9.3,30.4,0.25,<0.09,2.4,2.95,49
11FW446,DS1,7/25/11 12:01,--,M,0.15,87,--,7.56,--,7.63,0.73,3.21,2.74,9.61,1.67,11.2,32.9,0.14,<0.09,1.6,2.62,9
11FW464,DS1,8/3/11 14:40,--,M,0.062,100,--,--,--,8.83,0.82,3.7,3.16,10.7,2.31,10.6,38.5,0.08,--,1.9,2.05,<6
11FW482,DS1,8/11/11 11:37,--,M,0.037,118,--,7.7,13.9,10.8,0.92,4.61,3.82,11.7,2.58,14.4,43.5,<0.02,<0.09,1.6,2.01,<6
