Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,month,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,4,0.30476495378637664,0.005119030323215762,2,-0.5688363693927279,0.005119030323215762,2,1.3102235725001236e-5,1.3102235725001236e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,2,0.8520934717897398,0.45511737992547335,29,0.4954185278510073,0.4551173799254733,29,0.007142476879663023,0.00714247687966302
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,3,1.813219104173511,0.10620240852763599,31,1.4565441602347786,0.10620240852763604,31,3.638371476474481e-4,3.638371476474484e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,4,1.4822433944560038,0.4149109728968275,30,1.1255684505172714,0.41491097289682743,30,0.00573837051433973,0.005738370514339729
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,5,0.009851021329203749,0.05484816549421903,31,-0.3468239226095287,0.05484816549421903,31,9.704262122842707e-5,9.704262122842707e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,6,-0.1121234405688861,0.3549550107217455,30,-0.4687983845076186,0.35495501072174546,30,0.004199768654549149,0.004199768654549147
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,7,1.1151209294225193,1.0598901202680482,31,0.7584459854837867,1.0598901202680482,31,0.0362376473239296,0.0362376473239296
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,8,0,0,31,-0.35667494393873245,0,31,0,0
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,9,0,0,20,-0.35667494393873245,0,20,0,0
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,3,0.49689242418849366,0.061378405302200435,10,0.14021748024976127,0.0613784053022004,10,3.767308637441187e-4,3.7673086374411825e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,4,1.6849759304123963,0.6914873137251616,30,1.328300986473664,0.6914873137251616,30,0.015938490168094666,0.015938490168094666
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,5,1.707292388516014,0.28230762112817487,31,1.3506174445772816,0.2823076211281749,31,0.002570890095066101,0.002570890095066102
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,6,1.1424715770630516,0.18457101909916326,30,0.7857966331243191,0.1845710190991632,30,0.0011355487030434565,0.0011355487030434558
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,7,0.17943884142392122,0.2006019660196422,31,-0.17723610251481123,0.20060196601964214,31,0.0012981015732563123,0.0012981015732563116
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,8,-0.42505810337794275,0.8815521755133433,21,-0.7817330473166751,0.8815521755133433,21,0.037006392292967066,0.037006392292967066
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,10,1.4334681945995242,0.25726942245421985,14,1.0767932506607918,0.25726942245421996,14,0.004727682552137703,0.0047276825521377075
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,11,0.8783414248891522,0.06879581354027459,30,0.5216664809504198,0.06879581354027459,30,1.5776213202227428e-4,1.5776213202227428e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,12,0.7385777560188711,0.028438588616645822,16,0.3819028120801386,0.028438588616645787,16,5.054708265667608e-5,5.054708265667596e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,4,0.6850744547098847,0.07027550034073884,19,0.32839951077115226,0.07027550034073886,19,2.5992873411269396e-4,2.5992873411269406e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,5,0.5668088098331852,0.3504912833574155,31,0.21013386589445265,0.3504912833574155,31,0.003962714184178326,0.003962714184178326
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,6,0.9559668088686324,0.37234106954750396,30,0.5992918649299,0.3723410695475039,30,0.004621262402392639,0.0046212624023926376
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,7,0.38675055115874224,0.3475468235287502,31,0.030075607220009796,0.34754682352875027,31,0.003896412727255621,0.0038964127272556217
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,8,0.43537441574243596,0.2931686668707586,31,0.07869947180370354,0.2931686668707586,31,0.002772511846283156,0.002772511846283156
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,9,-0.1110854417474882,0.07304889981742116,30,-0.46776038568622064,0.07304889981742115,30,1.7787139215118776e-4,1.778713921511877e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,10,0,NA,1,-0.35667494393873245,NA,1,NA,NA
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,4,1.0813283938400102,0.1924213711533807,20,0.7246534499012779,0.19242137115338068,20,0.0018512992038273546,0.001851299203827354
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,5,1.657055176302804,0.2294035343970215,31,1.3003802323640716,0.2294035343970215,31,0.0016976123094788844,0.0016976123094788844
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,6,0.3230358840557794,0.8440882924239477,30,-0.03363905988295304,0.8440882924239477,30,0.023749501513572528,0.023749501513572528
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,7,1.2526225952990604,0.2816257258877486,31,0.8959476513603281,0.2816257258877486,31,0.002558485467154881,0.002558485467154881
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,8,0.587424864769529,0.14193696766297817,31,0.2307499208307966,0.1419369676629782,31,6.498742835277842e-4,6.498742835277844e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,9,0.9329592088476734,0.32954396997798385,30,0.5762842649089408,0.3295439699779838,30,0.003619974271628344,0.003619974271628343
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,10,0.9755550421764398,0.1466271470279913,31,0.6188800982377074,0.14662714702799132,31,6.935329111473604e-4,6.935329111473606e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,11,1.262871877102921,0.013525962002654832,3,0.9061969331641887,0.01352596200265489,3,6.0983882699087437e-5,6.098388269908795e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,3,0.08912986506875138,0.11326247669834352,30,-0.5686501716539027,0.11326247669834355,30,4.2761295426142694e-4,4.2761295426142716e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,4,-0.14576009210730384,0.07740181907907392,30,-0.8035401288299578,0.0774018190790739,30,1.9970138655832308e-4,1.997013865583229e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,5,-0.07684157818500079,0.08909749656533282,31,-0.7346216149076548,0.08909749656533279,31,2.560762546519191e-4,2.5607625465191896e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,6,-0.003981338851916344,0.12717974015065364,30,-0.6617613755745704,0.12717974015065364,30,5.391562101595928e-4,5.391562101595928e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,7,0.3250519860406879,0.6527304943046994,31,-0.33272805068196615,0.6527304943046995,31,0.013743777361137332,0.013743777361137336
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,8,0.6115346346940154,0.3296628211495113,31,-0.04624540202863867,0.3296628211495113,31,0.0035057282467178927,0.0035057282467178927
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,9,0.8291972450964643,0.48347177249346207,30,0.17141720837381036,0.48347177249346207,30,0.007791498493265664,0.007791498493265664
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,10,0.39307015710385057,0.02462178863448897,31,-0.26470987961880355,0.02462178863448896,31,1.9555886308433877e-5,1.9555886308433863e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,11,0.3928595905662858,0.00732792566181423,30,-0.26492044615636823,0.007327925661814279,30,1.7899498168358507e-6,1.7899498168358744e-6
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,12,0.3808845255365247,5.533602062641477e-4,31,-0.27689551118612943,5.533602062641574e-4,31,9.877661866990326e-9,9.87766186699067e-9
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,1,0.40544732910064885,0.01392275969841519,31,-0.2523327076220052,0.013922759698415227,31,6.253007665155298e-6,6.253007665155331e-6
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,2,0.40842819527754914,0.02702745971227576,29,-0.24935184144510492,0.027027459712275798,29,2.5189088913747905e-5,2.5189088913747976e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,3,0.12970652079336756,0.16733904970989236,31,-0.5280735159292865,0.1673390497098923,31,9.033018567035428e-4,9.033018567035422e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,4,-0.12272472203698623,0.07796454827277627,30,-0.7805047587596403,0.0779645482727763,30,2.0261569291260204e-4,2.0261569291260217e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,5,0.10504582654942554,0.05682051276043284,31,-0.5527342101732285,0.05682051276043287,31,1.041474409793068e-4,1.0414744097930693e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,6,0.13495073033985805,0.03666057425934813,30,-0.522829306382796,0.03666057425934814,30,4.479992350083928e-5,4.4799923500839314e-05
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,7,0.3293567163026445,0.6602636442576054,31,-0.32842332042000955,0.6602636442576053,31,0.014062841288010766,0.01406284128801076
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,8,0.07303412213870977,0.026145445208947134,31,-0.5847459145839442,0.026145445208947113,31,2.2051106618517955e-5,2.2051106618517918e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,9,0.18451952613570585,0.03332413015741825,20,-0.47326051058694824,0.03332413015741822,20,5.552488253742764e-5,5.5524882537427516e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,3,0.09121486037622324,0.05021719665068965,10,-0.5665651763464308,0.050217196650689695,10,2.521766839454035e-4,2.5217668394540406e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,4,-0.009816135396521222,0.06940277019935151,30,-0.6675961721191753,0.06940277019935151,30,1.6055815037813314e-4,1.6055815037813314e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,5,-0.0697939917747117,0.049390449282129316,31,-0.7275740284973657,0.04939044928212933,31,7.86908542029222e-5,7.869085420292224e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,6,0.12316081863311565,0.06045422677915052,30,-0.5346192180895384,0.060454226779150494,30,1.2182378451549867e-4,1.2182378451549856e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,7,0.30454713058257976,0.49044094269970595,31,-0.3532329061400743,0.49044094269970595,31,0.0077591070411669755,0.0077591070411669755
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,8,0.02701352729466342,0.2915952488044304,31,-0.6307665094279906,0.29159524880443044,31,0.002742831907268312,0.002742831907268313
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,9,0.009060386661807312,0.041727557985904974,30,-0.6487196500608468,0.041727557985904946,30,5.803963651556873e-5,5.803963651556865e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,10,0.15609765281948365,0.10438779626102924,31,-0.5016823839031704,0.10438779626102922,31,3.5151006478174683e-4,3.515100647817466e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,11,0.31974941087499215,0.021538991422688933,30,-0.3380306258476619,0.0215389914226889,30,1.5464271716888914e-5,1.5464271716888867e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,12,0.38091736570928536,0.014987427813050366,16,-0.2768626710133687,0.01498742781305036,16,1.403893702821223e-5,1.403893702821222e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,4,-0.14599269513158858,0.02300226119085695,19,-0.8037727318542426,0.02300226119085694,19,2.7847579994337045e-5,2.784757999433702e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,5,-0.05009794618681332,0.03387976564296049,31,-0.7078779829094674,0.03387976564296046,31,3.7027049032965354e-5,3.702704903296529e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,6,0.04915425064369814,0.024070902036850316,30,-0.608625786078956,0.02407090203685036,30,1.931361082892149e-5,1.931361082892156e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,7,0.030841959373216318,0.12640985506736488,31,-0.6269380773494377,0.12640985506736482,31,5.154661760694257e-4,5.154661760694252e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,8,0.051451945855547,0.1905351310487516,31,-0.606328090867107,0.1905351310487516,31,0.001171085037540805,0.001171085037540805
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,9,0.27977085785149947,0.013561745475538078,30,-0.3780091788711546,0.013561745475538078,30,6.130698011442584e-6,6.130698011442584e-6
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,10,0.30034046932370434,NA,1,-0.35743956739894966,NA,1,NA,NA
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,4,-0.10834028560377437,8.419730105559508e-4,20,-0.7661203223264283,8.419730105559414e-4,20,3.544592752523256e-8,3.544592752523177e-8
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,5,-0.18214242362531485,0.07825280593635293,29,-0.8399224603479689,0.07825280593635295,29,2.1115522885905219e-4,2.1115522885905224e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,7,0.17521212314695936,0.011083049970442512,10,-0.4825679135756947,0.011083049970442497,10,1.2283399664732577e-5,1.2283399664732542e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,8,0.2574622232789322,0.03348869400500769,31,-0.40031781344372186,0.033488694005007674,31,3.617718148906574e-5,3.61771814890657e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,9,0.35302783251494246,0.035140984392923756,30,-0.30475220420771154,0.03514098439292376,30,4.1162959470123696e-5,4.116295947012372e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,10,0.4400860832641848,0.06089215989111997,31,-0.21769395345846926,0.06089215989111993,31,1.1960823020018451e-4,1.1960823020018434e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,11,0.2849176979878529,0.012607864996192148,3,-0.37286233873480124,0.012607864996192148,3,5.2986086587402406e-5,5.2986086587402406e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,3,-0.5594581412321533,0.5288480580566901,30,-1.2172381779548074,0.52884805805669,30,0.009322675617011077,0.009322675617011073
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,4,-0.8628896447689266,0.7731389661114227,30,-1.5206696814915805,0.7731389661114226,30,0.019924795363994656,0.019924795363994652
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,5,0.620697095328274,1.6727305397035128,31,-0.03708294139438015,1.6727305397035128,31,0.09025895027280016,0.09025895027280016
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,6,0.7811206420834755,1.006612762224154,30,0.1233406053608215,1.006612762224154,30,0.033775641769084715,0.033775641769084715
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,7,2.742089548983263,1.6929888625430367,31,2.0843095122606092,1.6929888625430367,31,0.09245842866757308,0.09245842866757308
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,8,2.770735627330099,0.7794717912200126,31,2.112955590607445,0.7794717912200126,31,0.019599234622830163,0.019599234622830163
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,9,3.5786430526575734,0.6891788999531187,30,2.9208630159349194,0.6891788999531185,30,0.015832251871353023,0.01583225187135302
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,10,1.3939972202811053,0.859755463793214,31,0.7362171835584512,0.859755463793214,31,0.023844498629751115,0.023844498629751115
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,11,1.924260113103223,0.9088290395308096,30,1.2664800763805693,0.9088290395308096,30,0.027532340769816466,0.027532340769816466
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,12,1.9009681813364907,0.4242638745336648,31,1.2431881446138366,0.4242638745336649,31,0.005806446297881203,0.005806446297881205
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,1,1.4541338842245797,0.037860457428801474,31,0.7963538475019257,0.03786045742880146,31,4.623916892638996e-5,4.623916892638993e-5
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,2,1.6354996947573264,0.09962006789607808,29,0.9777196580346723,0.0996200678960781,29,3.422123423316968e-4,3.422123423316969e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,3,1.9769471069237798,0.11861961848251787,31,1.3191670702011258,0.11861961848251791,31,4.538907706109063e-4,4.538907706109066e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,4,2.6315495237185345,0.45310134006822506,30,1.9737694869958804,0.45310134006822506,30,0.006843360812387378,0.006843360812387378
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,5,0.656574548622745,0.6219619970651632,31,-0.0012054880999088286,0.6219619970651632,31,0.012478604057847939,0.012478604057847939
