Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,response_var,year,lnRR_mean,lnRR_var,lnRR_n,lnRR_sd,pair_key,candidate_pair_id,shared_control_id,n_pairs_sharing_reference,Fire_ID_Analysis,Pairing_Type_Analysis,Include_Analysis,Analysis_Decision_Status,Coauthor_Confirmation,shared_reference,Composite_Reference_Candidate,Site_Burn,time_since_fire,Area_watershed_km,maxelevsmo,slope,tmean8110ws,precip8110ws,forest_cover,urban_cover,grassland_cover,wetland_cover,ag_cover,omws,rckdepws,clayws,glacial_till,bfiws,permws,runoffws,burn_percent_fire_year,burn_sev_high,burn_sev_mod,burn_sev_low,followup_year,post_fire_year,shared_control_year_id,reference_family_weight,effect_size_source,variance_status,pairing_confirmation_pending,matched_doc_no3
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,DOC,2016,0.0634960942570269,1.226064001878385e-4,124,0.12330123123185743,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,Burd et al 2018 | Control_1,1,Burd_et_al_2018_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Notawohka Creek,3,321,,,,,,,,,,,,,,,,,,,,,1,3,Burd et al 2018 | Control_1 | DOC | 2016,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,NO3,2011,0.7125288081427517,0.01039163589235677,305,1.7802946236982284,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS3,0,63.1,174884,1e-5,6.174203149609999,583.656753905,65.10000000000001,2.25,18.92,0.72,0,0.7733302811359897,91.90198798197297,12.658551255454617,0,68.2946,12.823153444452396,91,27.1121,9.23,8.98,5.64,1,0,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2011,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,NO3,2012,1.3835932962870163,0.00472576164352903,264,1.1169606411560196,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS3,2,63.1,174884,1e-5,6.174203149609999,583.656753905,65.10000000000001,2.25,18.92,0.72,0,0.7733302811359897,91.90198798197297,12.658551255454617,0,68.2946,12.823153444452396,91,27.1121,9.23,8.98,5.64,2,2,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2012,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,NO3,2013,1.4995421148186412,0.00496329144733816,270,1.157621998227964,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS3,3,63.1,174884,1e-5,6.174203149609999,583.656753905,65.10000000000001,2.25,18.92,0.72,0,0.7733302811359897,91.90198798197297,12.658551255454617,0,68.2946,12.823153444452396,91,27.1121,9.23,8.98,5.64,3,3,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2013,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,NO3,2014,0.5277325035293858,0.00682924443672715,173,1.086949533121845,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS3,4,63.1,174884,1e-5,6.174203149609999,583.656753905,65.10000000000001,2.25,18.92,0.72,0,0.7733302811359897,91.90198798197297,12.658551255454617,0,68.2946,12.823153444452396,91,27.1121,9.23,8.98,5.64,4,4,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2014,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,NO3,2015,0.780892007352203,0.00920061651859453,207,1.3800462381199652,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,Murphy et al. 2018 | Control_1_2_3,3,Murphy_et_al_2018_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,DS3,5,63.1,174884,1e-5,6.174203149609999,583.656753905,65.10000000000001,2.25,18.92,0.72,0,0.7733302811359897,91.90198798197297,12.658551255454617,0,68.2946,12.823153444452396,91,27.1121,9.23,8.98,5.64,5,5,Murphy et al. 2018 | Control_1_2_3 | NO3 | 2015,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,NO3,1978,0.9259049534099654,0.001440806582081,237,0.5843553370623037,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,Neary & Currier; 1982 | Control_1,1,Neary_Currier_1982_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Wash Branch,0,2.18,35177,0.01664206,13.930379831400002,1790.14124474,94.67,5.21,0.11,0,0,0.5765355303810504,107.1367270854789,20.119324407826984,0,67.4125,6.653944387229661,968.0682,,,,,1,0,Neary & Currier; 1982 | Control_1 | NO3 | 1978,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,NO3,1979,0.4184855708536695,4.132611216709304e-4,41,0.1301679914130511,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,Neary & Currier; 1982 | Control_1,1,Neary_Currier_1982_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Wash Branch,1,2.18,35177,0.01664206,13.930379831400002,1790.14124474,94.67,5.21,0.11,0,0,0.5765355303810504,107.1367270854789,20.119324407826984,0,67.4125,6.653944387229661,968.0682,,,,,2,1,Neary & Currier; 1982 | Control_1 | NO3 | 1979,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,NO3,2008,0.8781560426632523,0.01055333827268638,132,1.1802714314913338,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,Oliver et al. 2012 | Control_1_2_3,3,Oliver_et_al_2012_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Site_2,1,6.64,195115,0.01461116,6.433542302239999,995.109503834,18.28,8.97,0.04,2.04,0,2.1732135683999108,151.201887971435,6.92437960276724,78.32,68.3568,11.3915108234769,539,76.4673,38.19,16.63,11.93,1,1,Oliver et al. 2012 | Control_1_2_3 | NO3 | 2008,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,NO3,2009,-0.13527642977524965,0.00539072520080959,86,0.6808835196049504,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,Oliver et al. 2012 | Control_1_2_3,3,Oliver_et_al_2012_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Site_2,2,6.64,195115,0.01461116,6.433542302239999,995.109503834,18.28,8.97,0.04,2.04,0,2.1732135683999108,151.201887971435,6.92437960276724,78.32,68.3568,11.3915108234769,539,76.4673,38.19,16.63,11.93,2,2,Oliver et al. 2012 | Control_1_2_3 | NO3 | 2009,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,NO3,2008,0.10459089657130488,0.00704782729589239,237,1.292414433967099,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,Oliver et al. 2012 | Control_1_2_3,3,Oliver_et_al_2012_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Site_3,1,8.39,195115,0.01461116,6.433542302239999,995.109503834,18.28,8.97,0.04,2.04,0,2.1732135683999108,151.201887971435,6.92437960276724,78.32,68.3568,11.3915108234769,539,76.4673,38.19,16.63,11.93,1,1,Oliver et al. 2012 | Control_1_2_3 | NO3 | 2008,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,NO3,2009,-1.4283034293976016,0.00733230490724426,150,1.0487353031564446,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,Oliver et al. 2012 | Control_1_2_3,3,Oliver_et_al_2012_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Site_3,2,8.39,195115,0.01461116,6.433542302239999,995.109503834,18.28,8.97,0.04,2.04,0,2.1732135683999108,151.201887971435,6.92437960276724,78.32,68.3568,11.3915108234769,539,76.4673,38.19,16.63,11.93,2,2,Oliver et al. 2012 | Control_1_2_3 | NO3 | 2009,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,NO3,2008,0.07154236880195668,0.01117698170488761,236,1.6241205873805915,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,Oliver et al. 2012 | Control_1_2_3,3,Oliver_et_al_2012_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Site_4,1,15.03,191496,1e-5,5.58119887156,1178.69333187,52.75000000000001,6.07,0.16,3.77,0,2.123306964067991,96.49499533816252,5.3624480384422295,27.75,67.3658,22.869629491501108,544.7302,7.0197,2.98,1.77,1.28,1,1,Oliver et al. 2012 | Control_1_2_3 | NO3 | 2008,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,NO3,2009,-0.4036728279971167,0.00345880923711999,141,0.6983495560490598,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,Oliver et al. 2012 | Control_1_2_3,3,Oliver_et_al_2012_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Site_4,2,15.03,191496,1e-5,5.58119887156,1178.69333187,52.75000000000001,6.07,0.16,3.77,0,2.123306964067991,96.49499533816252,5.3624480384422295,27.75,67.3658,22.869629491501108,544.7302,7.0197,2.98,1.77,1.28,2,2,Oliver et al. 2012 | Control_1_2_3 | NO3 | 2009,0.3333333333333333,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,NO3,2017,2.809036020821759,0.00817688812660098,85,0.8336878856988889,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,Rhea et al. 2021 | Control_1,1,Rhea_et_al_2021_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,B1,5,3.25,249594,0.07629756,4.5353038129500005,561.6649461430001,7.77,0.01,60.88,0.52,0,0.19,130.17000000000002,10.61,0,66.9965,12.97,39.1054,100,56.78,25.98,13.88,1,5,Rhea et al. 2021 | Control_1 | NO3 | 2017,1,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,NO3,2017,2.3840311527572897,0.01159609051739964,52,0.7765286259403329,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,Rhea et al. 2021 | Control_2_3,2,Rhea_et_al_2021_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,B2,15,6.02,220924,0.08810711,6.99432171781,502.32296909,28.34,1.54,51.73,0,0,0.66,48.7,8.84,0,64.5137,26.69,106,90.3084,38.06,22.73,9.93,1,15,Rhea et al. 2021 | Control_2_3 | NO3 | 2017,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,NO3,2017,2.112654052418437,0.01139485423442392,52,0.7697612748054063,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,Rhea et al. 2021 | Control_2_3,2,Rhea_et_al_2021_C3,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,B3,15,8.33,252026,0.04927063,6.54662546696,521.233878386,12.87,0.07,65.3,1.14,0,0.66,48.7,8.84,0,59.2659,26.69,106,100,64.15,18.59,9.28,1,15,Rhea et al. 2021 | Control_2_3 | NO3 | 2017,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,NO3,1970,0.18837544879323387,0.00256277612938974,59,0.3888493173891337,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,Tiedemann; 1973 | Control_1,1,Tiedemann_1973_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Camas Creek,0,6.8,,,6.062999515669999,626.354627804,32.54,2.95,23.95,0,0,0.5531481908273795,142.6529453791196,7.973355611892141,0,71,17.713579165706385,777,,,,,1,0,Tiedemann; 1973 | Control_1 | NO3 | 1970,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,NO3,1971,1.1765281902437337,0.00727096486822423,241,1.323745645221181,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,Tiedemann; 1973 | Control_1,1,Tiedemann_1973_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Camas Creek,1,6.8,,,6.062999515669999,626.354627804,32.54,2.95,23.95,0,0,0.5531481908273795,142.6529453791196,7.973355611892141,0,71,17.713579165706385,777,,,,,2,1,Tiedemann; 1973 | Control_1 | NO3 | 1971,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,NO3,1972,0.6112709184610478,0.01382959543486729,124,1.3095303867889223,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,Tiedemann; 1973 | Control_1,1,Tiedemann_1973_C1,designated_one_to_one,TRUE,provisionally_approved,pending,FALSE,FALSE,Camas Creek,2,6.8,,,6.062999515669999,626.354627804,32.54,2.95,23.95,0,0,0.5531481908273795,142.6529453791196,7.973355611892141,0,71,17.713579165706385,777,,,,,3,2,Tiedemann; 1973 | Control_1 | NO3 | 1972,1,established_effect_sizes_yearly_provisional,usable,TRUE,FALSE
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,NO3,2016,1.0654343501501038,0.01082412265382733,17,0.4289639671523293,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,Uzun et al. 2020 | Control_1_2,2,Uzun_et_al_2020_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Rocky Fire First Rainy Season Initial Flush,1,3017,,,14.4400834265,945.496900537,8.96,6.24,46.13,0.86,1.26,0.8208340064079408,82.21423923441871,26.80751668661552,0,38.4296,2.4213029989029153,316.555,12.8141,4.08,4.16,3.59,1,1,Uzun et al. 2020 | Control_1_2 | NO3 | 2016,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,NO3,2017,1.1428787182729878,0.00325064526071714,82,0.5162876246616855,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,Uzun et al. 2020 | Control_1_2,2,Uzun_et_al_2020_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Rocky Fire Second Rainy Season,2,3017,,,14.4400834265,945.496900537,8.96,6.24,46.13,0.86,1.26,0.8208340064079408,82.21423923441871,26.80751668661552,0,38.4296,2.4213029989029153,316.555,12.8141,4.08,4.16,3.59,2,2,Uzun et al. 2020 | Control_1_2 | NO3 | 2017,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,NO3,2016,1.342150927819966,0.00272051003686042,17,0.2150550409235441,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,Uzun et al. 2020 | Control_1_2,2,Uzun_et_al_2020_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Wragg Fire First Rainy Season Initial Flush,1,1491.4917,,,14.5434221411,826.6379380289999,11.760000000000002,1.56,30.87,0,0,0.59,48.76,24.62,0,29.6645,3.37,304.1241,70.0648,45.44,12,6.81,1,1,Uzun et al. 2020 | Control_1_2 | NO3 | 2016,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,NO3,2017,1.1077011200466436,0.00341017176125232,82,0.5288043914555649,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,Uzun et al. 2020 | Control_1_2,2,Uzun_et_al_2020_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,Wragg Fire Second Rainy Season,2,1491.4917,,,14.5434221411,826.6379380289999,11.760000000000002,1.56,30.87,0,0,0.59,48.76,24.62,0,29.6645,3.37,304.1241,70.0648,45.44,12,6.81,2,2,Uzun et al. 2020 | Control_1_2 | NO3 | 2017,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,NO3,2012,-0.31845373111853426,,1,,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,Writer et al. 2014 | Control_1_2,2,Writer_et_al_2014_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,PNF,0,1255.15,,,2.86815251131,640.204106668,63.31,0.69,13.6,1.95,0.02,0.5346003000790022,109.2732020696984,13.06237323599542,5.85,64.2162,14.402906245761974,39.4966,16.7187,4.03,4.64,4.95,1,0,Writer et al. 2014 | Control_1_2 | NO3 | 2012,0.5,established_effect_sizes_yearly_provisional,missing_or_nonpositive,TRUE,TRUE
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,NO3,2013,2.159484249353372,,1,,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,Writer et al. 2014 | Control_1_2,2,Writer_et_al_2014_C1,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,PNF,1,1255.15,,,2.86815251131,640.204106668,63.31,0.69,13.6,1.95,0.02,0.5346003000790022,109.2732020696984,13.06237323599542,5.85,64.2162,14.402906245761974,39.4966,16.7187,4.03,4.64,4.95,2,1,Writer et al. 2014 | Control_1_2 | NO3 | 2013,0.5,established_effect_sizes_yearly_provisional,missing_or_nonpositive,TRUE,TRUE
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,NO3,2012,0,,1,,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,Writer et al. 2014 | Control_1_2,2,Writer_et_al_2014_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,PSF,0,963.26,,,1.65668779873,723.394409686,73.8,0.59,4.98,2.37,0.01,0.5353328741875779,111.61280186563631,12.680889821879983,8.14,63.3405,15.391453377899008,39.7848,1.5243,0.43,0.41,0.48,1,0,Writer et al. 2014 | Control_1_2 | NO3 | 2012,0.5,established_effect_sizes_yearly_provisional,missing_or_nonpositive,TRUE,TRUE
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,NO3,2013,1.1627565666335955,3.9516890217540946e-4,61,0.15525882594139367,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,Writer et al. 2014 | Control_1_2,2,Writer_et_al_2014_C2,designated_shared_reference,TRUE,provisionally_approved,pending,TRUE,TRUE,PSF,1,963.26,,,1.65668779873,723.394409686,73.8,0.59,4.98,2.37,0.01,0.5353328741875779,111.61280186563631,12.680889821879983,8.14,63.3405,15.391453377899008,39.7848,1.5243,0.43,0.41,0.48,2,1,Writer et al. 2014 | Control_1_2 | NO3 | 2013,0.5,established_effect_sizes_yearly_provisional,usable,TRUE,TRUE
