DateTime,SiteCode,SampleCode,SamplingMethod,Offset,SampleType,SampleMedium,pH,EC,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Zr90,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,FI,HIX,SUVA254,SUVA280,dD,d18O,SamplingNote
8/27/2014 10:59,RainColl_MCZOB_CC,NM_P331,PrcpColl,47.16666667,Grab,Precipitation,7.15,-9999,6.74,11.65,3.6,0.66,170.96,0.74,0.49,0.4,26.3,5.9,0.00191,28.40433,387.72606,575.127,15.72881,256.44393,363.80957,11290.64169,2069.95098,1.36195,0.09095,0.59589,242.2121,29.27203,0.16727,2.58521,1.03483,22.14253,0.12667,0.51069,8.96134,29.53757,-9999,21.63344,0.02589,0.02609,0.02627,0.04651,67.32887,23.58681,38.44693,6.69549,23.49468,4.62951,8.33193,4.23842,1.25029,5.58471,1.28797,3.21035,0.86923,2.51371,0.73093,0.04293,0.1505,3.52728,-9999,-9999,1.44,2.50365,0.031,0.0251,-54.31,-8.61,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
8/27/2014 12:22,RainColl_Burn_Low_OC,NM_P332,PrcpColl,45.43333333,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-41.5,-6.62,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt with oil, open canopy"
8/27/2014 12:26,RainColl_Burn_Low_OC,NM_P333,PrcpColl,0.066666667,Grab,Precipitation,-9999,-9999,0.72,0.81,0.96,0.66,5.05,0.74,0.49,8.45,8.9,14.73,0.36474,1.14878,140.12199,55.95709,7.41918,1061.91926,525.56485,770.30412,634.58387,0.82233,0.07659,0.07659,2.9648,5.52753,0.03829,0.17212,0.34368,3.81489,1.06568,0.42122,1.10953,71.72503,0.08616,12.21723,0.00795,0.04337,0.09573,0.05753,1.69636,14.69218,35.97048,3.55622,9.58156,5.9915,9.76571,5.54777,1.10488,2.5473,1.17798,1.43951,0.75969,0.81139,0.9377,0.57439,0.09994,1.98164,-9999,-9999,1.28,1.0098,0.0259,0.0185,-40.51,-6.59,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
8/27/2014 12:29,RainColl_Burn_Low_CC,NM_P334,PrcpColl,45.51666667,Grab,Precipitation,-9999,-9999,4.12,13.01,3.17,0.66,14.47,0.74,0.49,0.4,10.39,9.36,0.37886,7.75627,159.63844,357.13734,73.1874,790.38591,532.0008,3395.73205,2790.7453,2.33583,0.14916,0.14916,101.71358,85.30906,0.2486,0.4783,1.2778,7.07511,1.82292,0.47731,14.21387,126.46123,0.22871,11.7955,0.01134,0.0541,0.11933,0.13733,14.49031,67.16642,158.92049,18.31524,70.84634,20.57265,12.12737,15.15305,2.60502,12.3368,2.95437,7.11715,1.14744,5.24666,1.12325,0.79552,0.1774,8.67112,-9999,-9999,1.33,2.94213,0.041,0.0319,-36.85,-5.74,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
9/9/2014 11:21,RainColl_MCZOB,NM_P336,PrcpColl,0.066666667,Grab,Precipitation,-9999,-9999,0.94,2.5,0.7,0.66,4.73,0.74,0.49,29.37,4.32,2.56,0.24249,2.61609,42.5631,117.34139,8.98527,1007.45689,77.47654,306.53243,1372.56239,0.93475,0.01006,0.09056,19.50698,24.03785,0.07043,0.28294,0.44886,126.02012,1.02853,0.38235,4.11934,66.23991,0.07043,12.53913,0.00976,0.06269,0.11068,0.34623,7.94084,9.64818,18.22556,2.85638,9.82419,6.00044,9.87451,3.37619,0.70806,1.69952,1.02714,2.29259,1.95056,1.23275,0.99793,0.40248,0.12618,2.22368,-9999,-9999,1.39,1.67,0.0168,0.012,-77.08,-11.08,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
9/9/2014 11:26,RainColl_MCZOB_CC,NM_P337,PrcpColl,312.45,Grab,Precipitation,-9999,-9999,6.96,49.38,2.4,13.19,37.36,0.74,0.49,0.4,9.59,32.05,0.22669,10.46245,151.85394,1126.06167,24.10466,1045.92225,1487.30884,10027.70249,4767.2684,1.43397,0.16412,0.20515,590.08927,124.11336,0.43081,1.5786,1.67091,18.20158,0.75719,0.27695,17.22611,55.84281,0.2872,18.32159,0.01662,0.07324,0.10257,0.06575,48.89861,31.10442,114.22145,8.87171,31.76277,10.36293,8.43016,11.02129,1.26165,5.93161,1.88649,4.34717,1.45815,3.70524,0.57462,0.61544,0.29172,6.08258,-9999,-9999,1.75,0.69306,0.0186,0.018,-77.51,-11.7,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
9/9/2014 15:35,RainColl_Burn_Low_OC,NM_P339,PrcpColl,0.016666667,Grab,Precipitation,-9999,-9999,2.31,3.24,11.66,0.66,7.98,397.3,0.49,26.64,14.6,19.07,0.32527,2.65325,308.21601,268.93927,11.64482,942.25485,589.61124,2786.13345,2902.22234,1.29518,0.13758,0.06879,29.07471,28.29151,0.19654,0.36261,1.38559,6.93285,0.56229,0.38325,8.88741,57.96527,0.18671,22.76096,0.00904,0.05867,0.1081,0.06102,14.81103,9.04656,35.72634,3.49782,10.8391,4.58045,9.26471,3.90678,1.01682,0.99418,0.98219,1.29845,0.72912,1.57382,0.68524,0.88442,0.136,4.06832,-9999,-9999,1.51,2.0599,0.0235,0.017,-44.57,-5.9,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
9/9/2014 15:40,RainColl_Burn_Low_CC,NM_P340,PrcpColl,315.1833333,Grab,Precipitation,-9999,-9999,58.56,20.01,74.11,0.66,40.26,0.74,0.49,0.4,128.24,174.66,0.26582,13.37267,4672.82404,818.51555,58.66457,3236.63979,5752.69925,19746.28947,6608.6372,2.99332,0.15277,0.19351,3.63293,108.97758,0.38702,0.96043,4.29698,8.88626,1.66338,0.44813,37.27033,218.47156,0.45832,25.5252,0.0219,0.07954,0.1324,0.16713,41.22001,91.27264,217.78739,27.53428,100.85587,26.67642,14.17187,29.86331,4.37439,21.58536,5.05979,13.65099,1.77288,10.81187,2.53898,2.34251,0.28253,20.28816,-9999,-9999,1.4,2.92566,0.0461,0.0361,-34.27,-4.73,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
10/3/2014 11:45,RainColl_MCZOB,NM_P342,PrcpColl,576.4,Grab,Precipitation,-9999,-9999,1.33,2.99,1.55,0.66,5.58,2.22,0.49,39.28,10.01,12.13,0.26269,4.32786,118.57578,151.44347,9.30992,2883.43709,107.69315,587.54636,1847.95935,1.27621,0.03019,0.12078,21.2236,18.20719,0.08052,0.24337,0.55024,163.29604,0.71883,0.25162,5.94225,60.69336,0.08052,20.6952,0.01017,0.07669,0.08052,0.60499,11.54632,12.52398,24.1832,3.5268,12.70542,5.72237,9.42523,2.51336,0.89582,1.05948,0.93156,1.05396,0.34207,0.97988,0.37639,0.30194,0.14534,3.47235,-9999,-9999,1.3,1.96073,0.0191,0.0144,-62.06,-8.77,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
10/3/2014 11:53,RainColl_MCZOB_CC,NM_P343,PrcpColl,576.45,Grab,Precipitation,-9999,-9999,9.33,29.67,1.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.38,1.4305,0.0397,0.0299,-9999,-9999,"Sampled by: Kate | Field Note: Funnel knocked off sampler | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
10/2/2014 9:32,RainColl_Burn_Low_OC,NM_P345,PrcpColl,545.95,Grab,Precipitation,-9999,-9999,7.07,3.59,9.38,0.66,14.94,0.74,0.49,0.4,29.21,41.45,0.01802,7.2086,142.02996,355.46085,10.94305,2844.45866,1291.54063,2952.52493,1758.00668,1.3396,0.06007,0.09011,5.07305,27.72307,0.12014,0.29285,1.23948,5.51157,0.8372,0.26031,9.04479,39.78722,0.10012,24.99181,0.01231,0.06267,0.10012,0.08921,11.58582,8.20244,16.9664,2.97524,8.83471,4.48562,9.5032,4.28078,0.56822,1.26777,0.61075,1.87009,0.33003,1.47771,0.5956,0.60072,0.10152,1.79214,-9999,-9999,1.69,1.99916,0.0382,0.0304,-67.74,-9.45,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
10/2/2014 9:38,RainColl_Burn_Low_CC,NM_P346,PrcpColl,545.9666667,Grab,Precipitation,-9999,-9999,6.92,30.1,2.54,4.31,71.85,0.74,0.49,0.4,25.46,86.14,0.05469,36.29663,765.21494,1677.86194,85.0236,2795.79163,3405.25486,14607.76941,7371.60284,1.67959,0.179,0.43755,1561.53754,130.27008,0.64638,0.89001,1.59009,31.56812,1.3556,0.37788,84.12265,186.73961,0.21877,0.47335,0.01263,0.04604,0.09944,0.24274,279.10813,55.81376,136.03608,18.9224,69.54863,12.08593,0.21,21.22842,2.68889,14.2722,3.91758,8.7812,1.70734,7.99495,1.84074,0.39777,0.24602,10.56083,-9999,-9999,-9999,-9999,-9999,-9999,-57.17,-7.31,"Sampled by: Kate | Field Note:  | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
10/20/2014 13:44,RainColl_MCZOB,NM_P348,PrcpColl,409.95,Grab,Precipitation,-9999,-9999,1.24,1.85,0.43,0.66,1.76,0.74,0.49,7.37,5.59,9.4,0.07093,1.06885,223.44116,179.76516,8.42447,2295.70792,41.78227,269.92891,1550.21675,1.5236,0.08745,0.07773,25.1539,19.81257,0.09717,1.49542,0.49012,45.03254,0.73673,0.14575,4.6388,53.55058,0.07773,17.55049,0.03749,0.06015,0.07773,0.51703,12.31314,10.39808,25.45367,3.46949,9.32852,5.45422,8.93607,4.88395,0.73489,1.60036,0.98149,2.96739,0.53051,0.51886,1.02442,0.19434,0.10436,3.08023,-9999,-9999,1.47,2.03171,0.0189,0.0141,-83.06,-12.03,"Sampled by: Kate | Field Note: removed sampling set-up for the winter | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
10/20/2014 13:52,RainColl_MCZOB_CC,NM_P349,PrcpColl,409.9833333,Grab,Precipitation,-9999,-9999,4.4,34.78,0.75,5.66,28.83,0.74,0.49,0.4,7.18,17.64,0.08914,10.71659,165.4274,726.27595,33.89343,2865.37068,741.54119,7679.19342,2903.57562,1.92879,0.17632,0.16653,511.6213,103.62965,0.30367,1.07264,0.9688,16.59896,1.04149,0.63673,11.55315,92.23211,0.12735,19.4564,0.00686,0.0768,0.07837,0.07553,44.15158,39.65506,85.98267,12.35052,44.8996,11.49139,8.92137,9.71239,1.99437,7.47823,2.17048,5.22405,1.27141,4.15329,1.25273,0.19592,0.22961,3.7126,-9999,-9999,1.35,0.70375,0.0193,0.0174,-94.74,-13.57,"Sampled by: Kate | Field Note: removed sampling set-up for the winter | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
10/14/2014 9:30,RainColl_Burn_Low_OC,NM_P351,PrcpColl,287.9333333,Grab,Precipitation,-9999,-9999,0.7,1.22,0.54,0.66,0.685,0.74,0.49,10.14,3.48,4.44,0.01795,0.59846,168.77073,78.77901,6.41345,2942.3717,55.85582,266.78534,721.09372,1.07622,0.05985,0.06982,5.54269,5.90536,0.0399,0.14004,0.56384,4.8026,0.96571,0.14961,2.23822,54.11788,0.06982,21.70597,0.00878,0.06773,0.08977,0.04299,4.47046,14.55594,26.81931,4.86702,13.4868,8.7352,10.09201,6.40155,1.4421,1.84818,1.04842,1.90999,0.34934,0.28206,0.7464,0.19949,0.06473,1.16699,-9999,-9999,1.49,1.72146,0.0164,0.0107,-110.95,-15.2,"Sampled by: Kate | Field Note: removed sampling set-up for the winter | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, open canopy"
10/14/2014 9:36,RainColl_Burn_Low_CC,NM_P352,PrcpColl,287.9666667,Grab,Precipitation,-9999,-9999,3.5,103.2,1.68,19.53,32.83,0.74,0.49,0.4,8.93,53.17,0.33302,21.69824,374.64031,1490.21659,199.71491,3087.52295,2381.70407,12256.2144,5997.72194,3.14895,0.44592,0.26565,1556.24592,140.41713,0.64516,1.06262,1.54554,22.05403,2.77343,0.31309,76.08521,246.32165,0.42694,48.92019,0.0129,0.17334,0.18975,0.22875,94.47037,113.20064,373.90984,35.85497,133.87491,24.94248,10.08897,26.56784,3.83157,24.67437,5.56966,13.88142,2.52112,14.24317,2.19629,0.18975,0.28975,15.10433,-9999,-9999,1.54,1.24586,0.0184,0.0158,-107.33,-14.83,"Sampled by: Kate | Field Note: removed sampling set-up for the winter | Filtering: | Botles: 1 500 mL HDPE | Description: bulk ppt w/o oil, closed canopy"
