"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Lu J.; Zhang T.; Ma J.; Chen Z.","Lu, Jinfeng (7601563937); Zhang, Tao (56508623500); Ma, Jun (56873526100); Chen, Zhonglin (55811725600)","7601563937; 56508623500; 56873526100; 55811725600","Evaluation of disinfection by-products formation during chlorination and chloramination of dissolved natural organic matter fractions isolated from a filtered river water","2009","Journal of Hazardous Materials","162","1","","140","145","5","163","10.1016/j.jhazmat.2008.05.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349125079&doi=10.1016%2fj.jhazmat.2008.05.058&partnerID=40&md5=5ed5b180bd936adfa36bf6de5ae9464d","Article","Final","","Scopus","2-s2.0-57349125079"
"Zhang S.; Lu X.X.; Sun H.; Han J.; Higgitt D.L.","Zhang, Shurong (17436533300); Lu, X.X. (7404840444); Sun, Huiguo (16239579500); Han, Jingtai (23489006900); Higgitt, David Laurence (7003961772)","17436533300; 7404840444; 16239579500; 23489006900; 7003961772","Geochemical characteristics and fluxes of organic carbon in a human-disturbed mountainous river (the Luodingjiang River) of the Zhujiang (Pearl River), China","2009","Science of the Total Environment","407","2","","815","825","10","46","10.1016/j.scitotenv.2008.09.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56949107049&doi=10.1016%2fj.scitotenv.2008.09.022&partnerID=40&md5=be95819bb23fa2f0651563e32a600694","Article","Final","","Scopus","2-s2.0-56949107049"
"De Koff J.P.; Graham R.C.; Hubbert K.R.; Wohlgemuth P.M.","De Koff, Jason P. (15749762100); Graham, Robert C. (7401483521); Hubbert, Ken R. (6602385592); Wohlgemuth, Peter M. (6602392040)","15749762100; 7401483521; 6602385592; 6602392040","Prefire and postfire erosion of soil nutrients within a chaparral watershed","2006","Soil Science","171","12","","915","928","13","15","10.1097/01.ss.0000235231.02063.c2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845778918&doi=10.1097%2f01.ss.0000235231.02063.c2&partnerID=40&md5=cfed410c20f15f4f3c9594416d9f0e73","Article","Final","","Scopus","2-s2.0-33845778918"
"Ruark M.D.; Brouder S.M.; Turco R.F.","Ruark, Matthew D. (26642808200); Brouder, Sylvie M. (6603109701); Turco, Ronald F. (7102783224)","26642808200; 6603109701; 7102783224","Dissolved organic carbon losses from tile drained agroecosystems","2009","Journal of Environmental Quality","38","3","","1205","1215","10","41","10.2134/jeq2008.0121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66649101481&doi=10.2134%2fjeq2008.0121&partnerID=40&md5=e784574ceaef5c6285d3dc78dde35836","Article","Final","","Scopus","2-s2.0-66649101481"
"Knoepp J.D.; Elliott K.J.; Clinton B.D.; Vose J.M.","Knoepp, Jennifer D. (6603544567); Elliott, Katherine J. (24461403500); Clinton, Barton D. (7004286400); Vose, James M. (7102395245)","6603544567; 24461403500; 7004286400; 7102395245","Effects of prescribed fire in mixed oak forests of the southern Appalachians: Forest floor, soil, and soil solution nitrogen responses","2009","Journal of the Torrey Botanical Society","136","3","","380","391","11","25","10.3159/08-RA-052.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350759494&doi=10.3159%2f08-RA-052.1&partnerID=40&md5=fb32980ab2050f09eb120efbd07a8bda","Article","Final","","Scopus","2-s2.0-70350759494"
"Wang L.; Shen Z.; Wang H.; Niu J.; Lian G.; Yang Z.","Wang, Lili (57193099978); Shen, Zhenyao (56438411200); Wang, Hongyuan (56440422200); Niu, Junfeng (7202339291); Lian, Guoxi (57221116701); Yang, Zhifeng (7405433398)","57193099978; 56438411200; 56440422200; 7202339291; 57221116701; 7405433398","Distribution characteristics of phenanthrene in the water, suspended particles and sediments from Yangtze River under hydrodynamic conditions","2009","Journal of Hazardous Materials","165","1-3","","441","446","5","20","10.1016/j.jhazmat.2008.10.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549095885&doi=10.1016%2fj.jhazmat.2008.10.016&partnerID=40&md5=764245714e17a8c1c0cf0780003e24f2","Article","Final","","Scopus","2-s2.0-64549095885"
"Benoy G.; Cash K.; McCauley E.; Wrona F.","Benoy, Glenn (9738160100); Cash, Kevin (7003980174); McCauley, Edward (7005935988); Wrona, Frederick (6701788311)","9738160100; 7003980174; 7005935988; 6701788311","Carbon dynamics in lakes of the boreal forest under a changing climate","2007","Environmental Reviews","15","","","175","189","14","57","10.1139/A07-006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049121458&doi=10.1139%2fA07-006&partnerID=40&md5=3d48a6a6518055e58edd36a1adccf6da","Review","Final","","Scopus","2-s2.0-38049121458"
"Lorah M.M.; Cozzarelli I.M.; Böhlke J.K.","Lorah, Michelle M. (6603025206); Cozzarelli, Isabelle M. (6602074742); Böhlke, J.K. (7004491698)","6603025206; 6602074742; 7004491698","Biogeochemistry at a wetland sediment-alluvial aquifer interface in a landfill leachate plume","2009","Journal of Contaminant Hydrology","105","3-4","","99","117","18","34","10.1016/j.jconhyd.2008.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61649099031&doi=10.1016%2fj.jconhyd.2008.11.008&partnerID=40&md5=f78de134c0ff45e6ea9c16bf2dcba397","Article","Final","","Scopus","2-s2.0-61649099031"
"Burns K.A.; Hernes P.J.; Brinkman D.; Poulsen A.; Benner R.","Burns, Kathryn A. (7102857139); Hernes, Peter J. (6602564562); Brinkman, Diane (57946242100); Poulsen, Anita (15122882900); Benner, Ronald (57191554995)","7102857139; 6602564562; 57946242100; 15122882900; 57191554995","Dispersion and cycling of organic matter from the Sepik River outflow to the Papua New Guinea coast as determined from biomarkers","2008","Organic Geochemistry","39","12","","1747","1764","17","20","10.1016/j.orggeochem.2008.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349168365&doi=10.1016%2fj.orggeochem.2008.08.003&partnerID=40&md5=b16d92df860f3780d03bca43e3bc2c89","Article","Final","","Scopus","2-s2.0-56349168365"
"Khan E.; Wirojanagud W.; Sermsai N.","Khan, Eakalak (7103122800); Wirojanagud, Wanpen (6507081313); Sermsai, Nawarat (24281945100)","7103122800; 6507081313; 24281945100","Effects of iron type in Fenton reaction on mineralization and biodegradability enhancement of hazardous organic compounds","2009","Journal of Hazardous Materials","161","2-3","","1024","1034","10","55","10.1016/j.jhazmat.2008.04.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249127120&doi=10.1016%2fj.jhazmat.2008.04.049&partnerID=40&md5=c86697de2a16cea8cad4078c7a981d43","Article","Final","","Scopus","2-s2.0-56249127120"
"Garcia E.; Carignan R.; Lean D.R.S.","Garcia, Edenise (8330013700); Carignan, Richard (7005707583); Lean, David R.S. (7005011668)","8330013700; 7005707583; 7005011668","Seasonal and inter-annual variations in methyl mercury concentrations in zooplankton from boreal lakes impacted by deforestation or natural forest fires","2007","Environmental Monitoring and Assessment","131","1-3","","1","11","10","39","10.1007/s10661-006-9442-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347394093&doi=10.1007%2fs10661-006-9442-z&partnerID=40&md5=f9609a5684388c7b441c4588f79f4d12","Article","Final","","Scopus","2-s2.0-34347394093"
"Garcia E.; Carignan R.","Garcia, Edenise (8330013700); Carignan, Richard (7005707583)","8330013700; 7005707583","Mercury concentrations in fish from forest harvesting and fire-impacted Canadian Boreal lakes compared using stable isotopes of nitrogen","2005","Environmental Toxicology and Chemistry","24","3","","685","693","8","45","10.1897/04-065R.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13944251312&doi=10.1897%2f04-065R.1&partnerID=40&md5=55321626cbf3779ce57bc0b3fe94dd39","Article","Final","","Scopus","2-s2.0-13944251312"
"Worrall F.; Burt T.P.","Worrall, F. (7004608477); Burt, T.P. (35579191700)","7004608477; 35579191700","Changes in DOC treatability: Indications of compositional changes in DOC trends","2009","Journal of Hydrology","366","1-4","","1","8","7","45","10.1016/j.jhydrol.2008.11.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60249092687&doi=10.1016%2fj.jhydrol.2008.11.044&partnerID=40&md5=9093302f8345350e21aa6f7aa2073d33","Article","Final","","Scopus","2-s2.0-60249092687"
"Futter M.N.; de Wit H.A.","Futter, Martyn N. (7003489654); de Wit, Heleen A. (21738954800)","7003489654; 21738954800","Testing seasonal and long-term controls of streamwater DOC using empirical and process-based models","2008","Science of the Total Environment","407","1","","698","707","9","49","10.1016/j.scitotenv.2008.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56549117818&doi=10.1016%2fj.scitotenv.2008.10.002&partnerID=40&md5=27f3abf4d5a49c6aa2ee66b6f3a8d9b8","Article","Final","","Scopus","2-s2.0-56549117818"
"Schneider L.; Belger L.; Burger J.; Vogt R.C.","Schneider, Larissa (25645096600); Belger, Lauren (14040153100); Burger, Joanna (35548782900); Vogt, Richard C. (7202412279)","25645096600; 14040153100; 35548782900; 7202412279","Mercury bioacumulation in four tissues of Podocnemis erythrocephala (Podocnemididae: Testudines) as a function of water parameters","2009","Science of the Total Environment","407","3","","1048","1054","6","32","10.1016/j.scitotenv.2008.09.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049154523&doi=10.1016%2fj.scitotenv.2008.09.049&partnerID=40&md5=3c3c26bec6ac49422aebab9aafb0c033","Article","Final","","Scopus","2-s2.0-57049154523"
"Baker A.; Tipping E.; Thacker S.A.; Gondar D.","Baker, A. (57203362490); Tipping, E. (7006576635); Thacker, S.A. (8959638800); Gondar, D. (9941246700)","57203362490; 7006576635; 8959638800; 9941246700","Relating dissolved organic matter fluorescence and functional properties","2008","Chemosphere","73","11","","1765","1772","7","142","10.1016/j.chemosphere.2008.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249126343&doi=10.1016%2fj.chemosphere.2008.09.018&partnerID=40&md5=809956f3bd8d61a9f1692f8d3c242aca","Article","Final","","Scopus","2-s2.0-55249126343"
"Yallop A.R.; Clutterbuck B.; Thacker J.","Yallop, Adrian R. (15049974200); Clutterbuck, Ben (15049286700); Thacker, Jonathan (7101915437)","15049974200; 15049286700; 7101915437","Increases in humic dissolved organic carbon export from upland Peat catchments: The role of temperature, declining sulphur deposition and changes in land management","2010","Climate Research","45","1","","43","56","13","55","10.3354/cr00884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958099341&doi=10.3354%2fcr00884&partnerID=40&md5=06d4724111ca32ee4bca450b2fe7a2f6","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-77958099341"
"Orlović-Leko P.; Plavšić M.; Bura-Nakić E.; Kozarac Z.; Ćosović B.","Orlović-Leko, Palma (23035897800); Plavšić, Marta (7004203140); Bura-Nakić, Elvira (16425604800); Kozarac, Zlatica (56017023700); Ćosović, Božena (7003668037)","23035897800; 7004203140; 16425604800; 56017023700; 7003668037","Organic matter in the bulk precipitations in Zagreb and Šibenik, Croatia","2009","Atmospheric Environment","43","4","","805","811","6","28","10.1016/j.atmosenv.2008.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57949116231&doi=10.1016%2fj.atmosenv.2008.11.006&partnerID=40&md5=998299bc5b0d467693c889169d5c34f8","Article","Final","","Scopus","2-s2.0-57949116231"
"Jager D.F.; Wilmking M.; Kukkonen J.V.K.","Jager, Daniel F. (23972757100); Wilmking, Martin (57203064794); Kukkonen, Jussi V.K. (24331822100)","23972757100; 57203064794; 24331822100","The influence of summer seasonal extremes on dissolved organic carbon export from a boreal peatland catchment: Evidence from one dry and one wet growing season","2009","Science of the Total Environment","407","4","","1373","1382","9","41","10.1016/j.scitotenv.2008.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049134591&doi=10.1016%2fj.scitotenv.2008.10.005&partnerID=40&md5=c0194fc4ce8a067f87b2f0fbeeffd32d","Article","Final","","Scopus","2-s2.0-57049134591"
"Dittman J.A.; Shanley J.B.; Driscoll C.T.; Aiken G.R.; Chalmers A.T.; Towse J.E.","Dittman, Jason A. (16745008200); Shanley, James B. (7006661408); Driscoll, Charles T. (7202046491); Aiken, George R. (7006822096); Chalmers, Ann T. (8091110400); Towse, Janet E. (26031849000)","16745008200; 7006661408; 7202046491; 7006822096; 8091110400; 26031849000","Ultraviolet absorbance as a proxy for total dissolved mercury in streams","2009","Environmental Pollution","157","6","","1953","1956","3","83","10.1016/j.envpol.2009.01.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149128260&doi=10.1016%2fj.envpol.2009.01.031&partnerID=40&md5=9b87fb269cbdf67d8bbe3c37f4acba59","Article","Final","","Scopus","2-s2.0-64149128260"
"Chen C.-C.; Shiah F.-K.; Chiang K.-P.; Gong G.-C.; Kemp W.M.","Chen, Chung-Chi (7501960798); Shiah, Fuh-Kwo (7003601734); Chiang, Kuo-Ping (7202409958); Gong, Gwo-Ching (7103214860); Kemp, W. Michael (7101839551)","7501960798; 7003601734; 7202409958; 7103214860; 7101839551","Effects of the changjiang (yangtze) river discharge on planktonic community respiration in the East China Sea","2009","Journal of Geophysical Research: Oceans","114","3","C03005","","","","62","10.1029/2008JC004891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649172922&doi=10.1029%2f2008JC004891&partnerID=40&md5=5a1d3b412394a67fcf17b9ea1eab5e04","Article","Final","","Scopus","2-s2.0-67649172922"
"Leech D.M.; Snyder M.T.; Wetzel R.G.","Leech, Dina M. (7006363415); Snyder, Matthew T. (35238947300); Wetzel, Robert G. (7103376832)","7006363415; 35238947300; 7103376832","Natural organic matter and sunlight accelerate the degradation of 17ß-estradiol in water","2009","Science of the Total Environment","407","6","","2087","2092","5","118","10.1016/j.scitotenv.2008.11.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60049091772&doi=10.1016%2fj.scitotenv.2008.11.018&partnerID=40&md5=b3bc78a944cb2763a049ed5023effcd5","Article","Final","","Scopus","2-s2.0-60049091772"
"Chang A.S.; Pedersen T.F.; Hendy I.L.","Chang, Alice S. (7402539875); Pedersen, Thomas F. (56524908500); Hendy, Ingrid L. (6602490928)","7402539875; 56524908500; 6602490928","Late quaternary paleoproductivity history on the Vancouver Island margin, western Canada: A multiproxy geochemical study","2008","Canadian Journal of Earth Sciences","45","11","","1283","1297","14","20","10.1139/E08-038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59349085781&doi=10.1139%2fE08-038&partnerID=40&md5=e7cdaace3b0a3aec1a419e2a1863604b","Article","Final","","Scopus","2-s2.0-59349085781"
"Peckenham J.M.; Kahl J.S.; Nelson S.J.; Johnson K.B.; Haines T.A.","Peckenham, J.M. (6508293460); Kahl, J.S. (7005380358); Nelson, S.J. (35498453900); Johnson, K.B. (55697134700); Haines, T.A. (7006714308)","6508293460; 7005380358; 35498453900; 55697134700; 7006714308","Landscape controls on mercury in streamwater at Acadia National Park, USA","2007","Environmental Monitoring and Assessment","126","1-3","","97","104","7","8","10.1007/s10661-006-9334-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847266788&doi=10.1007%2fs10661-006-9334-2&partnerID=40&md5=32b91bf1810b38ae3372514df3dca93d","Article","Final","","Scopus","2-s2.0-33847266788"
"Lawrence G.B.; Roy K.M.; Baldigo B.P.; Simonin H.A.; Capone S.B.; Sutherland J.W.; Nierzwicki-Bauer S.A.; Boylen C.W.","Lawrence, Gregory B. (7202287889); Roy, Karen M. (7202665978); Baldigo, Barry P. (6602670998); Simonin, Howard A. (6602370510); Capone, Susan B. (25722964000); Sutherland, James W. (15758830500); Nierzwicki-Bauer, Sandra A. (6701633552); Boylen, Charles W. (7004010943)","7202287889; 7202665978; 6602670998; 6602370510; 25722964000; 15758830500; 6701633552; 7004010943","Chronic and episodic acidification of Adirondack streams from acid rain in 2003-2005","2008","Journal of Environmental Quality","37","6","","2264","2274","10","41","10.2134/jeq2008.0061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049145246&doi=10.2134%2fjeq2008.0061&partnerID=40&md5=6accb0c809a5f41ecd11d7816bf72833","Article","Final","","Scopus","2-s2.0-57049145246"
"Marconnet C.; Houari A.; Galas L.; Vaudry H.; Heim V.; Di Martino P.","Marconnet, C. (24081024300); Houari, A. (23009046000); Galas, L. (6602711708); Vaudry, H. (35446602600); Heim, V. (16401344200); Di Martino, P. (7003312165)","24081024300; 23009046000; 6602711708; 35446602600; 16401344200; 7003312165","Biodegradable dissolved organic carbon concentration of feed water and NF membrane biofouling: a pilot train study","2009","Desalination","242","1-3","","228","235","7","8","10.1016/j.desal.2008.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64849096336&doi=10.1016%2fj.desal.2008.04.009&partnerID=40&md5=0cb87c33d3f8f9adea0aeb96d4c91659","Article","Final","","Scopus","2-s2.0-64849096336"
"Kane E.S.; Valentine D.W.; Michaelson G.J.; Fox J.D.; Ping C.-L.","Kane, E.S. (10739200000); Valentine, D.W. (7004398815); Michaelson, G.J. (7003340227); Fox, J.D. (57214291104); Ping, C-L. (7005327889)","10739200000; 7004398815; 7003340227; 57214291104; 7005327889","Controls over pathways of carbon efflux from soils along climate and black spruce productivity gradients in interior Alaska","2006","Soil Biology and Biochemistry","38","6","","1438","1450","12","25","10.1016/j.soilbio.2005.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646270861&doi=10.1016%2fj.soilbio.2005.11.004&partnerID=40&md5=188352cc27635f1088a3b484a26b6070","Article","Final","","Scopus","2-s2.0-33646270861"
"Sanderman J.; Lohse K.A.; Baldock J.A.; Amundson R.","Sanderman, Jonathan (8735773200); Lohse, Kathleen A. (6701310647); Baldock, Jeffrey A. (7003626351); Amundson, Ronald (7005994343)","8735773200; 6701310647; 7003626351; 7005994343","Linking soils and streams: Sources and chemistry of dissolved organic matter in a small coastal watershed","2009","Water Resources Research","45","3","W03418","","","","109","10.1029/2008WR006977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349158324&doi=10.1029%2f2008WR006977&partnerID=40&md5=24bbf5501909d1d13fc0582962b3719d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-65349158324"
"Ranalli A.J.; Macalady D.L.","Ranalli, Anthony J. (7004698477); Macalady, Donald L. (6603556583)","7004698477; 6603556583","The importance of the riparian zone and in-stream processes in nitrate attenuation in undisturbed and agricultural watersheds - A review of the scientific literature","2010","Journal of Hydrology","389","3-4","","406","415","9","170","10.1016/j.jhydrol.2010.05.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955054672&doi=10.1016%2fj.jhydrol.2010.05.045&partnerID=40&md5=1d8c3f8a4345f6a88415735b280df49b","Review","Final","","Scopus","2-s2.0-77955054672"
"Chrzanowski L.; Wick L.Y.; Meulenkamp R.; Kaestner M.; Heipieper H.J.","Chrzanowski, Ł. (55888195400); Wick, L.Y. (7004061510); Meulenkamp, R. (35078998200); Kaestner, M. (56010792500); Heipieper, Hermann J. (6701624464)","55888195400; 7004061510; 35078998200; 56010792500; 6701624464","Rhamnolipid biosurfactants decrease the toxicity of chlorinated phenols to Pseudomonas putida DOT-T1E","2009","Letters in Applied Microbiology","48","6","","756","762","6","35","10.1111/j.1472-765X.2009.02611.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649152414&doi=10.1111%2fj.1472-765X.2009.02611.x&partnerID=40&md5=e20b4a5e3831ff2e83bdf1ccc2a3b93c","Article","Final","","Scopus","2-s2.0-65649152414"
"Mitchell C.P.J.; Branfireun B.A.; Kolka R.K.","Mitchell, Carl P. J. (9233751900); Branfireun, Brian A. (6603383419); Kolka, Randall K. (6701705157)","9233751900; 6603383419; 6701705157","Methylmercury dynamics at the upland-peatland interface: Topographic and hydrogeochemical controls","2009","Water Resources Research","45","2","W02406","","","","30","10.1029/2008WR006832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949160343&doi=10.1029%2f2008WR006832&partnerID=40&md5=dc2b3a104b2075b00d89aec80128ac83","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-62949160343"
"Deschênes G.; Xia C.; Fulton M.; Cabri L.J.; Price J.","Deschênes, G. (7005437606); Xia, C. (25958579900); Fulton, M. (7005495430); Cabri, Louis J. (7006102014); Price, J. (25929505900)","7005437606; 25958579900; 7005495430; 7006102014; 25929505900","Evaluation of leaching parameters for a refractory gold ore containing aurostibite and antimony minerals: Part I - Central zone","2009","Minerals Engineering","22","9-10","","799","808","9","18","10.1016/j.mineng.2009.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349208812&doi=10.1016%2fj.mineng.2009.02.003&partnerID=40&md5=f79fb51628ca76244c10220d3fb3f4fb","Article","Final","","Scopus","2-s2.0-67349208812"
"De Lafontaine Y.; Despatie S.-P.; Veilleux É.; Wiley C.","De Lafontaine, Y. (6603864710); Despatie, S.-P. (8376783600); Veilleux, É. (26029638800); Wiley, C. (23037574400)","6603864710; 8376783600; 26029638800; 23037574400","Onboard ship evaluation of the effectiveness and the potential environmental effects of PERACLEAN® Ocean for ballast water treatment in very cold conditions","2009","Environmental Toxicology","24","1","","49","65","16","19","10.1002/tox.20394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60349092014&doi=10.1002%2ftox.20394&partnerID=40&md5=134fb63869efb3d69536db305bddf29f","Article","Final","","Scopus","2-s2.0-60349092014"
"Gao J.; Youn S.; Hovsepyan A.; Llaneza V.L.; Wang Y.; Bitton G.; Bonzongo J.-C.J.","Gao, Jie (57190212185); Youn, Sejin (36711095700); Hovsepyan, Anna (24830109900); Llaneza, Veronica L. (56370214000); Wang, Yu (57199753558); Bitton, Gabriel (7005580477); Bonzongo, Jean-Claude J. (6701549874)","57190212185; 36711095700; 24830109900; 56370214000; 57199753558; 7005580477; 6701549874","Dispersion and toxicity of selected manufactured nanomaterials in Natural River water samples: Effects of water chemical composition","2009","Environmental Science and Technology","43","9","","3322","3328","6","257","10.1021/es803315v","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66449090657&doi=10.1021%2fes803315v&partnerID=40&md5=0b8d0e624a9795680d0e5bfd24264b4f","Article","Final","","Scopus","2-s2.0-66449090657"
"Curie F.; Ducharne A.; Sebilo M.; Bendjoudi H.","Curie, Florence (16038816500); Ducharne, A. (6603433697); Sebilo, M. (12752507900); Bendjoudi, H. (6602892021)","16038816500; 6603433697; 12752507900; 6602892021","Denitrification in a hyporheic riparian zone controlled by river regulation in the Seine river basin (France)","2009","Hydrological Processes","23","5","","655","664","9","14","10.1002/hyp.7161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849112784&doi=10.1002%2fhyp.7161&partnerID=40&md5=39ade9d11d70e9d126c7efee57fed7e2","Article","Final","","Scopus","2-s2.0-61849112784"
"Yifru D.D.; Nzengung V.A.","Yifru, Dawit D. (15128349600); Nzengung, Valentine A. (6701364275)","15128349600; 6701364275","Organic carbon biostimulates rapid rhizodegradation of perchlorate","2008","Environmental Toxicology and Chemistry","27","12","","2419","2426","7","16","10.1897/08-008.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649118741&doi=10.1897%2f08-008.1&partnerID=40&md5=90160e97d4410d4a73a2afb362daa679","Article","Final","","Scopus","2-s2.0-57649118741"
"Emmerton C.A.; Lesack L.F.W.; Vincent W.F.","Emmerton, Craig A. (16678422300); Lesack, Lance F.W. (6602182570); Vincent, Warwick F. (7103307348)","16678422300; 6602182570; 7103307348","Nutrient and organic matter patterns across the Mackenzie River, estuary and shelf during the seasonal recession of sea-ice","2008","Journal of Marine Systems","74","3-4","","741","755","14","62","10.1016/j.jmarsys.2007.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649114011&doi=10.1016%2fj.jmarsys.2007.10.001&partnerID=40&md5=770a3e24f6fe8a996d88e3b4b6d4a265","Article","Final","","Scopus","2-s2.0-55649114011"
"Bladon K.D.; Silins U.; Wagner M.J.; Stone M.; Emelko M.B.; Mendoza C.A.; Devito K.J.; Boon S.","Bladon, Kevin D. (14059488400); Silins, Uldis (6602258610); Wagner, Michael J. (56662315200); Stone, Micheal (7402473376); Emelko, Monica B. (7801537262); Mendoza, Carl A. (7102527220); Devito, Kevin J. (6603681175); Boon, Sarah (7004188187)","14059488400; 6602258610; 56662315200; 7402473376; 7801537262; 7102527220; 6603681175; 7004188187","Wildfire impacts on nitrogen concentration and production from headwater streams in southern Alberta's Rocky Mountains","2008","Canadian Journal of Forest Research","38","9","","2359","2371","12","81","10.1139/X08-071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649104714&doi=10.1139%2fX08-071&partnerID=40&md5=f34dd94fff26cec39041b972799ac4f2","Article","Final","","Scopus","2-s2.0-51649104714"
"Neaman A.; Reyes L.; Trolard F.; Bourrié G.; Sauvé S.","Neaman, Alexander (6602923704); Reyes, Luis (26325161500); Trolard, Fabienne (6603720697); Bourrié, Guilhem (6701441872); Sauvé, Sébastien (7003296473)","6602923704; 26325161500; 6603720697; 6701441872; 7003296473","Copper mobility in contaminated soils of the Puchuncaví valley, central Chile","2009","Geoderma","150","3-4","","359","366","7","43","10.1016/j.geoderma.2009.02.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549138859&doi=10.1016%2fj.geoderma.2009.02.017&partnerID=40&md5=d62ca0ca9b440a6d1d9820033cdb1434","Article","Final","","Scopus","2-s2.0-64549138859"
"Smith H.G.; Sheridan G.J.; Lane P.N.J.; Nyman P.; Haydon S.","Smith, Hugh G. (24077561700); Sheridan, Gary J. (7003706805); Lane, Patrick N.J. (7202980469); Nyman, Petter (36608836600); Haydon, Shane (7003657595)","24077561700; 7003706805; 7202980469; 36608836600; 7003657595","Wildfire effects on water quality in forest catchments: A review with implications for water supply","2011","Journal of Hydrology","396","1-2","","170","192","22","457","10.1016/j.jhydrol.2010.10.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650177222&doi=10.1016%2fj.jhydrol.2010.10.043&partnerID=40&md5=9d57f91e79f3d5fb311530017ebf1a4f","Review","Final","","Scopus","2-s2.0-78650177222"
"Izbicki J.A.; Pimentel I.M.; Johnson R.; Aiken G.R.; Leenheer J.","Izbicki, John A. (7102602650); Pimentel, Isabel M. (16023109700); Johnson, Russell (56139783900); Aiken, George R. (7006822096); Leenheer, Jerry (7003276183)","7102602650; 16023109700; 56139783900; 7006822096; 7003276183","Concentration, UV-spectroscopic characteristics and fractionation of DOC in stormflow from an urban stream, Southern California, USA","2007","Environmental Chemistry","4","1","EN06046","35","48","13","5","10.1071/EN06046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847282575&doi=10.1071%2fEN06046&partnerID=40&md5=f67930ff8a9cb96dd51dbcef878e55ba","Article","Final","","Scopus","2-s2.0-33847282575"
"Wagner L.E.; Vidon P.; Tedesco L.P.; Gray M.","Wagner, L.E. (25924362000); Vidon, P. (35607735200); Tedesco, L.P. (57200711244); Gray, M. (57199269284)","25924362000; 35607735200; 57200711244; 57199269284","Stream nitrate and DOC dynamics during three spring storms across land uses in glaciated landscapes of the Midwest","2008","Journal of Hydrology","362","3-4","","177","190","13","51","10.1016/j.jhydrol.2008.08.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949213044&doi=10.1016%2fj.jhydrol.2008.08.013&partnerID=40&md5=0976a33eecd225e1f476f7f13e703919","Article","Final","","Scopus","2-s2.0-44949213044"
